Export;EXP-2024-001 (2024-08-26T23:31:52+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-07-02T19:00:00+01:00;2024-07-02T20:00:00+01:00;3.91;4.7;2.33;16.97;3.53;1.45;3.99;8.37;10.43;5.77;3.94;5.31;2.95;3;2.2;2.62;2.56;3.26;5.02;4.29;0.71;6.59;3.49;8.23;3.46;1.65;3.37;1.03;1.51;6.81;8.51;12.23;4.79;2.33;2.48;2.03;18.12;8.83;1.49;0.94;0.9;1.36;4.38;2.24
NO2;uur;µg/m³;2024-07-02T20:00:00+01:00;2024-07-02T21:00:00+01:00;4.37;12.1;4.12;11.18;4.09;2.12;4.94;9.01;7.41;6.55;4.85;7.18;3.18;4.42;1.72;2.32;2.45;4.93;6.87;6.76;0.67;9.87;4.63;12.97;3.48;1.84;3.12;1.08;2.06;7.54;7.22;12.12;4.46;5.54;2.43;2.65;20.42;8.34;1.04;2.2;1.2;1.24;5.97;4.43
NO2;uur;µg/m³;2024-07-02T21:00:00+01:00;2024-07-02T22:00:00+01:00;3.96;13.79;3.63;14.86;4.63;2.95;4.37;8.2;10.19;12.14;6.19;8.28;5.31;5.3;2.44;3.14;4.15;6.13;11.81;6.2;1.82;11.31;8.23;17.66;4.44;2.4;6.08;2.74;2.73;11.57;11.91;17.18;7.08;3.35;3.2;3.01;15.57;9.02;0.51;1.75;1.63;1.2;4.08;2.61
NO2;uur;µg/m³;2024-07-02T22:00:00+01:00;2024-07-02T23:00:00+01:00;4.26;6.79;3.39;12.57;4.12;4.95;4.49;10.06;18.81;27.19;12.44;15.53;5.26;6.36;2.05;3.81;3.98;17.1;17.54;13.58;0.81;14.59;17.84;26.11;13.15;2.45;7.76;;3.87;12.27;11.35;21.85;10.22;5.34;2.23;2.17;16.68;5.85;0.9;1.52;1.88;1.08;14.17;2.26
NO2;uur;µg/m³;2024-07-02T23:00:00+01:00;2024-07-03T00:00:00+01:00;3.62;10.34;3.04;9.19;4.1;11.12;3.8;11.73;14.35;23.77;17.69;18.7;4.82;8.1;1.98;4.76;3;21.56;11.64;15.7;1.39;7.29;9.77;27.77;6.64;2.36;6.57;2.34;4.38;10.57;12.6;12.67;7.17;7.55;1.09;2.81;12.54;5.91;1.18;1.23;1.96;0.94;8.74;2.45
NO2;uur;µg/m³;2024-07-03T00:00:00+01:00;2024-07-03T01:00:00+01:00;4.73;8.83;3.7;6.85;3.35;11.54;4.21;12.63;10.98;21.54;21.62;12.55;6.04;9.5;2.27;7.15;2.83;10.92;10.13;23.77;1.26;6.53;6.57;15.39;5.64;2.91;6.3;3.28;6.42;6.8;5.4;8.5;4.76;7.06;2.43;5.58;10.48;6.89;2.12;1.13;2.15;2.22;3.17;2.28
NO2;uur;µg/m³;2024-07-03T01:00:00+01:00;2024-07-03T02:00:00+01:00;4.65;12.32;3.25;5.65;3.18;13.8;4.41;10.59;12.97;15.86;19.81;13.56;6.73;8.01;1.82;7.27;4.57;17.84;7.56;16.56;1.22;6.67;9.28;18.29;8.92;2.93;5.01;3.23;5.54;7.89;8.46;9.4;7.36;5.84;2.28;6.64;9.98;7.85;1.67;0.44;2.22;1.94;2.93;2.15
NO2;uur;µg/m³;2024-07-03T02:00:00+01:00;2024-07-03T03:00:00+01:00;5.01;15.89;2.71;7.91;2.77;13.97;5.14;11.02;12.28;18.5;12.58;6.8;8.36;7.95;3.18;8.47;5.92;12.84;5.77;12.53;2.03;8.2;18.76;19.72;8.88;3.87;6.48;2.53;8.88;11.89;11.34;13.01;11.96;8.05;2.56;6.71;8.73;6.17;1.6;1.28;2.42;1.66;4.3;2.07
NO2;uur;µg/m³;2024-07-03T03:00:00+01:00;2024-07-03T04:00:00+01:00;6.6;7.71;2.38;11.1;3.07;16.78;6.21;11.4;13.18;11.96;13.46;7.94;10.13;8.62;3.39;8.46;2.95;26.73;6.47;11.71;1.83;5.17;20.79;24.99;9.26;11.39;5.5;6.85;11.44;14.14;14.61;13.08;12.93;10.71;3.23;5.98;8.73;6.71;1.92;2.44;2.65;1.71;2.95;1.87
NO2;uur;µg/m³;2024-07-03T04:00:00+01:00;2024-07-03T05:00:00+01:00;7.01;15;3.48;15.47;4.54;15.16;8.53;12.84;20.76;19.16;12.72;10.6;14.59;9.57;4.07;8.4;10.04;36.18;16.34;9.22;5.13;20.07;32.35;34.21;32.77;25.72;7.38;11.09;16.72;16.53;16.11;27.95;14.21;21.72;3.64;7.74;14.97;8.72;2.66;2.21;2.82;1.63;6.62;2.41
NO2;uur;µg/m³;2024-07-03T05:00:00+01:00;2024-07-03T06:00:00+01:00;7.55;10.74;7.03;17.21;7.66;17.65;18.4;19.68;27.19;27.43;16.07;9.35;20.04;11.12;9.5;7.49;17.8;29.01;13.73;13.22;3.42;31.65;40.59;27.11;53.52;17.29;13.31;9.26;16.16;26.38;32.21;32.54;16.38;12.96;3.75;9.5;15.15;11.51;4.29;1.76;2.2;2.45;15.36;3.43
NO2;uur;µg/m³;2024-07-03T06:00:00+01:00;2024-07-03T07:00:00+01:00;7.78;12.15;9.83;20.44;10.5;12.33;13.67;26.66;33.34;30.71;16.95;10.07;17.57;15.7;14.7;7.91;17.05;38.06;12.31;16.04;3.9;29.74;32.82;41.02;50.5;14.06;17.43;7.93;18.74;29.74;34.93;31.31;19.49;14.75;4.12;13.16;17.56;13.83;5.28;2.54;1.86;3.02;19.52;6.33
NO2;uur;µg/m³;2024-07-03T07:00:00+01:00;2024-07-03T08:00:00+01:00;9.54;10.67;12.1;22.85;11.89;16.24;16.41;21.67;28.17;29.88;20.27;12.1;15.4;10.39;6.15;9.86;7.53;22.94;10.6;13.21;3.74;13;16.08;30.36;13.49;22.5;17.3;10.56;13.82;25.71;27.23;29.02;17.21;11.86;3.59;16.04;18.47;13;4.53;3.92;1.92;3.14;18.52;5.39
NO2;uur;µg/m³;2024-07-03T08:00:00+01:00;2024-07-03T09:00:00+01:00;10.21;10.81;13.02;19;9.92;17.63;18.11;19.07;25.62;26.53;14.02;9.93;14.59;14.3;3.91;9.09;6.11;26.39;8.65;15.02;2.59;13.12;12.26;23.08;10.16;26.03;17.35;14.1;7.34;21.89;25.29;18.18;16.63;10.21;5.21;14.19;14.92;12.03;5.09;4.98;1.83;4.03;16.51;3.73
NO2;uur;µg/m³;2024-07-03T09:00:00+01:00;2024-07-03T10:00:00+01:00;10.27;9.44;17.33;17.28;12.37;16.3;14.07;19.45;24.33;27.3;16.51;4.69;11.9;14.11;3.38;3.77;5.49;25.69;4.87;15.12;1.35;20.11;14.48;31.24;19.46;7.61;16;;6.85;22.47;19.35;20.19;11.64;8.55;6.73;13.49;20.43;16.45;8.8;2.76;3.59;3.36;14.58;4.55
NO2;uur;µg/m³;2024-07-03T10:00:00+01:00;2024-07-03T11:00:00+01:00;12.23;9.26;16.05;18.47;15.82;13.13;9.36;16.01;22.05;32.97;13.02;5.01;12.81;13.33;3.19;5.04;6.44;39.24;5.41;13.21;1.34;19.03;15.28;23.54;;2.66;15.68;6.56;6.41;21.4;26.14;17.92;12.8;13.01;8.22;8.46;23.61;17.29;8.73;0.47;2.85;2.33;16.46;5.35
NO2;uur;µg/m³;2024-07-03T11:00:00+01:00;2024-07-03T12:00:00+01:00;8.44;7.43;9.29;20.67;11.33;8.18;10.01;20.36;26.76;30.74;8.74;3.57;12.93;9.33;2.61;3.36;4.87;36.1;3.75;8.12;1.05;12.8;11.79;18.66;;2.47;15.66;5.66;6.76;19.2;22.35;16.31;10.8;12.06;7.83;4.48;25.39;13.02;3.03;0.2;4.05;0.73;14.71;4.58
NO2;uur;µg/m³;2024-07-03T12:00:00+01:00;2024-07-03T13:00:00+01:00;6.68;7.34;9.43;14.64;8.07;5.06;6.59;16.7;22.92;27.88;7.08;2.09;6.65;5.35;1.83;2.41;3.48;14.66;2.81;6.72;1.05;13.02;6.67;10.67;;2.96;12.12;4.27;1.63;22.05;25.61;14.1;12.14;8.35;7.93;6.08;25.11;11.28;2.59;-0.07;4.53;0.64;7.91;3.08
NO2;uur;µg/m³;2024-07-03T13:00:00+01:00;2024-07-03T14:00:00+01:00;7.87;;8.65;16.34;10.24;3.48;4.78;13.64;17.6;20.11;4.67;1.65;6.48;3.81;1.78;2.09;4.04;8.35;1.87;5.96;1.23;15.07;7.7;11.28;12.69;5.71;9.75;2.77;1.57;;;12.46;6.58;5.38;4.79;5.53;19.03;7.64;2.42;-0.09;2.27;0.48;6.97;3.7
NO2;uur;µg/m³;2024-07-03T14:00:00+01:00;2024-07-03T15:00:00+01:00;8.75;;11.39;15.85;8.76;3.1;4.11;10.15;17.78;19.86;4.04;1.5;5.39;3.53;4.13;2.49;7.11;16.08;1.5;3.84;1.53;18.46;13.08;13.66;23.81;3.73;11.83;3.94;4.09;;;13.4;2.72;6.02;3.98;5;19.56;6.71;2.04;-0.01;2.32;0.55;8.6;3.27
NO2;uur;µg/m³;2024-07-03T15:00:00+01:00;2024-07-03T16:00:00+01:00;6.29;;4.28;12.75;6.62;2.09;6.42;8.75;16.19;28.05;7.1;2.84;4.39;3.74;3.98;2.54;11.21;12.17;2.82;5.04;3.61;19.81;13.03;19.3;30.51;18.45;9.89;2.67;8.05;9.64;7.97;13.88;3.62;5.45;3.79;3.52;22.51;12.08;2.88;0.43;1.17;0.69;14.21;3.24
NO2;uur;µg/m³;2024-07-03T16:00:00+01:00;2024-07-03T17:00:00+01:00;4.91;4.05;3.74;9.18;4.01;3.09;8.08;8.67;18.78;26.56;8.56;3.48;5.27;2.71;3.59;4.29;12.43;12.2;3.85;4.45;1.8;18.6;11.26;19.78;42.49;59.51;11.29;3.92;7.14;14.11;11.76;14.29;5.75;6.86;2.85;7.81;18.93;7.87;2.75;0.3;1.42;1.28;10.57;3.99
NO2;uur;µg/m³;2024-07-03T17:00:00+01:00;2024-07-03T18:00:00+01:00;5.25;4.59;3.18;7.9;4.2;8.76;6.83;12;18.76;26.55;9.96;6.39;6.5;2.59;5.28;6.21;13.02;8.86;4.8;6.78;7.13;16.9;7.76;9.65;34.72;91.5;12.48;4.04;9.23;14.95;14.6;16.13;6.83;4.16;2.53;3.48;19.58;9.07;2.64;0.41;1.48;1.56;9.56;3.71
NO2;uur;µg/m³;2024-07-03T18:00:00+01:00;2024-07-03T19:00:00+01:00;4.6;6.8;4.75;11.7;5.64;5.84;9.71;11.27;14.4;32.6;12.63;4.41;7.95;3.73;6.3;2.44;12.64;8.96;7.39;9.89;7.5;15.57;11.88;12.57;21.45;24.8;13.14;3.43;6.02;11.13;12.5;24.53;4.77;6.39;3.1;6.3;15.17;8.61;3.17;0.65;1.28;1.63;12.64;3.16
NO2;uur;µg/m³;2024-07-03T19:00:00+01:00;2024-07-03T20:00:00+01:00;6.16;5.88;6.38;9.91;8.82;5.29;8.64;11.45;11.13;27.76;9.58;8.01;7.28;8.5;2.49;2.06;21.61;12.77;6.31;10.13;9.1;22.1;17.42;16.49;25.67;7.69;11.5;5.57;6.94;14.61;16.93;20.31;7.75;11.2;3.73;6.47;13.69;7.4;3.73;2.61;2.26;1.49;18.17;4.55
NO2;uur;µg/m³;2024-07-03T20:00:00+01:00;2024-07-03T21:00:00+01:00;4.81;5.38;3.23;6.99;4.31;6.43;9.58;9.81;8.95;20.54;10.68;7.74;6.08;6.26;5.59;3.26;15.92;12.27;7.16;10.19;11.86;22.11;10.92;14.78;23.55;15.59;13.59;5.82;9.07;17.63;22.41;13.57;11.44;11.9;4.73;6.68;14.53;9.95;5.79;2.66;3.24;2.45;19.11;5.27
NO2;uur;µg/m³;2024-07-03T21:00:00+01:00;2024-07-03T22:00:00+01:00;4.3;5.27;2.76;5.5;3.63;5.49;12.77;8.45;8.17;19.34;10.22;5.39;5.24;6.84;4.2;2.49;16.63;11.47;5.6;9.8;10.08;18.79;8.11;10.89;22.03;16.26;13.74;6.05;9.65;16.72;18.34;16.44;11.94;8.92;6.45;7.06;10.68;8.53;5.17;4.19;4.55;3.34;10.45;4.88
NO2;uur;µg/m³;2024-07-03T22:00:00+01:00;2024-07-03T23:00:00+01:00;3.41;5.97;1.73;2.77;2.36;6.12;14.14;5.95;7.68;17.11;7.4;5.96;4.8;6.57;4.69;2.47;13.01;10.92;4.68;10.28;8.06;15.55;5.56;8.49;17.3;17.44;11.65;6.69;8.38;13.28;15.47;18.74;10.96;8.24;3.92;6.32;9.31;6.08;4.66;3.51;5.14;3.66;6.81;3.7
NO2;uur;µg/m³;2024-07-03T23:00:00+01:00;2024-07-04T00:00:00+01:00;2.53;5.93;1.67;2.09;2.1;6.81;11.02;4.84;5.8;7.9;6.38;7.09;4.6;6.43;5.04;2.46;9.52;13.2;5.79;10.29;7.42;12.31;4.77;8.56;10.2;10.28;7.96;6.54;5.79;11.9;13.17;13.24;9.83;9.65;4.25;6.48;6.7;5.72;4.96;4.03;5.33;3.97;4.78;4.16
NO2;uur;µg/m³;2024-07-04T00:00:00+01:00;2024-07-04T01:00:00+01:00;3.17;4.3;2.09;2.58;1.96;5.9;8.02;5.04;6.09;;6.2;4.67;4.33;4.96;4.83;3.34;8.97;11.37;4.59;10.78;4.67;10.29;5.27;10.15;13.02;12.26;4.5;6.64;6.75;10.26;11.89;10.12;9.58;10.12;4.4;5.14;5.3;4.62;4.84;5.18;4.6;3.95;7.97;3.94
NO2;uur;µg/m³;2024-07-04T01:00:00+01:00;2024-07-04T02:00:00+01:00;3.15;3.08;2.3;1.98;1.93;4.11;9.32;4.08;4.31;3.63;5.26;3.45;3.26;4.18;4.57;2.95;8.64;11.78;4.77;7.11;6.1;11.35;7.58;33.83;11.8;16.66;5.88;6.43;5.51;8.17;9.89;7.58;8.25;8.18;4.08;4.96;4.06;3.9;4.96;5.36;5.02;4.05;4.01;3.2
NO2;uur;µg/m³;2024-07-04T02:00:00+01:00;2024-07-04T03:00:00+01:00;3.15;2.42;2.19;2.15;2.47;2.59;7.15;3.77;3.84;4.09;5.3;5.72;3.23;4.15;5.61;2.49;8.52;11.89;3.97;7.58;6.14;10.09;11.89;24.92;11.33;18.27;6.76;;4.63;7.22;8;6.61;7.06;6.46;2.91;4.32;3.76;3.47;5.21;4.78;4.71;4.26;3.67;3.39
NO2;uur;µg/m³;2024-07-04T03:00:00+01:00;2024-07-04T04:00:00+01:00;3.75;2.17;2.15;1.88;2.9;2.89;5.79;3.12;3.07;6.04;6.62;4.41;2.54;3.37;5.29;2.98;7.04;13.18;4.35;5.22;2.37;8.91;8.53;7.25;8.68;3.41;3;4.88;5.93;5.44;7.11;6.79;5.03;5.76;2.54;3.46;3.15;2.69;4.69;4.48;3.42;4.63;4.31;3.79
NO2;uur;µg/m³;2024-07-04T04:00:00+01:00;2024-07-04T05:00:00+01:00;3.62;2.41;5.45;3.6;2.5;4.67;4.42;3.38;5.6;8.87;6.89;4.32;3.32;2.84;4.81;5.2;4.08;9.73;5.23;6.53;2.12;4.9;7.73;14.97;6.1;1.75;2.9;3.09;2.63;4.93;4.71;9.55;3.4;4.79;2.59;3.64;3.26;2.96;4.31;2.42;3.31;4.01;5.2;4.26
NO2;uur;µg/m³;2024-07-04T05:00:00+01:00;2024-07-04T06:00:00+01:00;3.26;4.55;4.72;6.62;4.06;6.2;6.77;5.6;11.33;18.54;9.24;5.54;6.04;4.22;2.58;6.24;4.4;9.17;8.24;16.09;2.44;6.36;10.36;15.33;6.16;2.07;4.34;1.81;3.25;16.12;13.29;18.1;7.29;5.51;2.69;2.95;9.95;5.87;2.33;2.23;3.02;2.51;8.58;4.21
NO2;uur;µg/m³;2024-07-04T06:00:00+01:00;2024-07-04T07:00:00+01:00;5.42;8.07;5.58;12.6;6.63;6.84;4.36;7.93;19.04;26.66;11.43;4.73;6.77;5.53;3.28;5.5;3.94;13.73;9.23;14.25;1.55;7.17;8.86;13.57;4.94;1.65;8.45;2.24;3.57;16.34;16.42;12.98;12.04;5.21;4.01;3.51;22.66;11.04;2.5;2.37;2.34;2.25;5;4.53
NO2;uur;µg/m³;2024-07-04T07:00:00+01:00;2024-07-04T08:00:00+01:00;5.28;7.64;4.55;14.23;8.4;9.51;4.41;14.9;21.97;17.98;11.76;2.68;7.28;7.22;1.57;4.53;3.28;12.59;6.27;8.39;1.24;9.31;5.91;13.37;3.86;1.35;7.8;0.75;2.5;;9.54;11.7;;3.82;4.54;3.31;24.69;12.31;1.8;1.57;1.72;1.45;5.11;3.42
NO2;uur;µg/m³;2024-07-04T08:00:00+01:00;2024-07-04T09:00:00+01:00;4.62;7.17;3.73;8.09;4.57;8.44;2.77;14.14;15.22;9.91;7.4;1.85;6.98;4.72;2.01;2.17;2.53;7.44;4.26;7.59;1.38;6.38;4.86;8.9;3.67;0.69;6.53;0.91;1.9;8.14;6.59;9.17;;2.75;4.4;4.02;22.81;13.58;1;2;1.31;1.2;4.1;1.53
NO2;uur;µg/m³;2024-07-04T09:00:00+01:00;2024-07-04T10:00:00+01:00;5.49;4.91;3.2;12.12;7.76;5.49;2.68;11.51;14.38;7.26;4;1.78;6.88;2.21;1.93;1.34;2.04;9.11;1.36;9.29;0.73;7.49;3.54;8.63;3.55;0.8;6.07;0.86;1.63;6.87;5.59;8;;2.31;;2.19;13.88;5.7;0.73;1.67;0.84;1.13;3.77;1.59
NO2;uur;µg/m³;2024-07-04T10:00:00+01:00;2024-07-04T11:00:00+01:00;4.09;4.96;3.47;9.11;4.48;2.1;1.74;8.67;10.17;8.65;3.19;2.91;2.46;2.83;1.6;1.91;1.6;6.92;1.44;6.78;0.64;6.44;3.19;11.16;3.61;1.27;4.4;0.64;1.72;5.04;5;7.89;;2.73;;2.4;12.16;4.19;1.03;1.61;0.71;1.19;5.94;1.89
NO2;uur;µg/m³;2024-07-04T11:00:00+01:00;2024-07-04T12:00:00+01:00;1.88;3.87;1.88;7.63;2.76;1.98;1.19;5.5;8.72;8.08;2.62;4.16;1.72;4.78;1.81;1.71;2.06;9.73;0.93;3.64;0.81;6.59;3.05;7.23;5.25;1.06;5.92;1.86;2.38;5.84;4.79;7.89;;2.47;;1.65;11.14;3.63;0.66;2.22;0.45;1.29;5.06;1.63
NO2;uur;µg/m³;2024-07-04T12:00:00+01:00;2024-07-04T13:00:00+01:00;1.97;2.16;2.71;6.79;3.03;2.01;2;6.52;8.08;8.82;2.88;4.89;1.62;1.52;1.71;1.71;1.57;7.55;0.97;3.5;0.71;8.03;3.48;7.08;4.89;1.4;5.88;1.99;1.29;6.47;6.22;7.82;;2.72;;0.79;12.73;4.94;0.84;2.04;0.76;1.29;4.52;2.27
NO2;uur;µg/m³;2024-07-04T13:00:00+01:00;2024-07-04T14:00:00+01:00;2.74;1.6;2.41;7.95;3.33;2.16;2.58;6.01;8.85;8.71;2.4;5.21;1.89;1.61;1.43;2.28;2.64;6.95;1;3.52;0.82;8.87;3.77;6.76;7.31;1.1;7.14;1.88;1.11;7.07;6.38;8.08;;3.43;;0.98;12.57;6;0.65;2;0.3;1.53;4.41;1.78
NO2;uur;µg/m³;2024-07-04T14:00:00+01:00;2024-07-04T15:00:00+01:00;3.36;1.81;2.19;7.45;2.51;2.09;1.81;5.78;10.93;13.84;2.96;5.16;2.06;1.95;1.47;2.29;2.52;6.72;1.12;3.88;0.85;9.16;4.04;7.75;9;1.53;13.53;1.93;1.71;7.68;6.06;10.21;2.45;4.49;;2.02;12.58;3.84;0.28;2.24;0.74;1.59;4.94;1.66
NO2;uur;µg/m³;2024-07-04T15:00:00+01:00;2024-07-04T16:00:00+01:00;3.18;2.06;2.23;11.35;2.74;2.43;2.73;6.66;13.09;16.05;3.19;5.54;2.45;2.28;2.19;2.67;3.81;6.59;1.56;4.32;1.23;9.78;5.14;7.94;10.15;2.23;10.59;1.91;2.02;9.29;7.72;9.71;3.25;4.35;;1.81;11.52;3.49;0.64;2.54;0.62;1.55;7.03;2.18
NO2;uur;µg/m³;2024-07-04T16:00:00+01:00;2024-07-04T17:00:00+01:00;2.94;2.08;2.44;11.71;3.22;3.25;3.53;8.55;14;12.55;3.33;5.58;2.68;2.48;2.48;2.88;2.62;7.11;2.12;4.67;1.23;10.2;4.31;5.05;7.46;2.34;8.46;2.14;2.27;8.86;7.71;8.59;3.42;4.25;;5.5;14.61;3.57;1.63;2.45;0.33;1.72;4.37;1.95
NO2;uur;µg/m³;2024-07-04T17:00:00+01:00;2024-07-04T18:00:00+01:00;4.19;2.79;2.44;7.17;2.98;3.77;3.23;9.58;10.99;8.82;3.08;5.45;2.98;2.4;2.24;2.82;3.8;7.37;2.48;4.59;1.55;11.61;6.19;6.8;16;3.36;8.69;2.29;1.97;9.22;7.97;9.29;3.15;4.16;5.39;3.69;14.48;4.73;1.79;3.05;0.68;1.86;4.41;1.57
NO2;uur;µg/m³;2024-07-04T18:00:00+01:00;2024-07-04T19:00:00+01:00;5.87;2.58;2.89;7.2;3.61;4.92;3.44;9.97;13.21;10.93;3.83;4.86;3.49;2.59;3.68;3.28;3.81;7.14;2.55;5.25;2.88;13.05;7.29;8.81;10.94;25.88;10.09;2.82;3.27;7.44;7.58;11.51;3.49;4.89;5.03;3.2;13.94;4.82;1.76;3.51;1.29;2.13;5.7;1.79
NO2;uur;µg/m³;2024-07-04T19:00:00+01:00;2024-07-04T20:00:00+01:00;5.99;4.07;2.44;5.69;3.52;5.57;5.81;16.02;17.19;13.12;4.38;5.37;4.63;3.88;3.23;3.81;6.28;6.49;3.02;6.99;3.98;15.54;7.37;9.54;18.11;33.83;7.18;3.11;4.71;8.49;10.19;13.77;4.82;5.36;4.98;3.21;14.69;5.88;2.49;3.34;1.49;2.53;9.31;2.26
NO2;uur;µg/m³;2024-07-04T20:00:00+01:00;2024-07-04T21:00:00+01:00;5.71;9.07;2.78;7.14;3.88;7.08;5.42;17.87;14.85;15.71;7.12;5.83;4.81;5.35;3.71;4.28;12.42;7.75;3.61;5.58;3.81;18.06;10.6;14.74;25.1;21.03;7.53;3.75;5.23;10.33;12.59;15.07;6.97;4.67;4.36;4.57;18.06;8.27;3.12;4.28;2.35;3.69;13.02;2.61
NO2;uur;µg/m³;2024-07-04T21:00:00+01:00;2024-07-04T22:00:00+01:00;5.72;11.56;3.68;5.88;4.67;8.36;3.26;16.69;23.5;13.91;10.25;6.41;10.08;7.01;5.44;3.23;12.01;10.37;4.54;5.61;6.53;19.63;10.34;20.18;23.19;13.66;8.44;6.89;6.09;10.3;10.32;12.98;5.98;6.08;4.22;4.6;19.21;10.78;3.86;5.68;2.55;4.48;15.76;3.86
NO2;uur;µg/m³;2024-07-04T22:00:00+01:00;2024-07-04T23:00:00+01:00;4.11;9.44;5.17;5.59;3.87;8.45;6.57;8.39;11.11;6.29;5.89;4.29;6.6;10.31;4.51;4.73;10.85;13.48;4.19;4.99;5.28;15.9;8.91;29.25;16.33;11.43;7.85;6.65;8.39;8.91;8.4;15.06;5.61;6.16;4.01;5.12;15.21;10.72;5.46;5.61;2.88;3.97;11.28;4.38
NO2;uur;µg/m³;2024-07-04T23:00:00+01:00;2024-07-05T00:00:00+01:00;5.61;7.74;3.06;5.46;3.22;9.49;8.08;5.38;8.71;7;5.67;4.96;7.34;7.13;4.98;5.17;13.77;15.38;3.94;3.83;4.76;12.69;8.53;17.21;13.5;7.63;8.85;7.11;8.25;6.93;7.8;12.27;5.54;4.57;5.04;7.3;13.17;9.87;6.95;7.6;2.59;5.23;7.4;3.71
NO2;uur;µg/m³;2024-07-05T00:00:00+01:00;2024-07-05T01:00:00+01:00;4.82;6.66;3.01;8.69;7.03;7.44;10.68;5.96;7.62;9.82;8.53;6.96;5.96;5.43;6.15;4.34;11.11;16.42;5.38;7.22;;14.77;9.22;42.07;12.63;8.39;6.6;5.75;6.75;5.61;6.26;8.52;4.97;5.59;5.74;7.5;8.99;6.66;6.59;7.94;3.91;5.13;5.83;4.65
NO2;uur;µg/m³;2024-07-05T01:00:00+01:00;2024-07-05T02:00:00+01:00;4.92;7.23;2.55;6.78;7.12;4.54;8.4;4.62;4.76;10.67;8.77;7.4;3.97;4.04;8.16;4.41;6.07;16.31;6.45;7.33;;9.98;9.95;43.16;10.1;5.77;6.61;4.51;7.96;6.8;7.94;7.44;6.01;6.2;6.24;5.24;6.54;5.42;5.79;7.59;3.76;6.14;6.36;5.22
NO2;uur;µg/m³;2024-07-05T02:00:00+01:00;2024-07-05T03:00:00+01:00;4.38;4.41;3.1;5.79;5.81;4.85;8.58;4.23;4.5;11.1;9;7.85;4.41;3.5;9.62;4.92;3.78;17.33;8.64;7.98;;4.73;4.69;51.18;3.7;6.24;5.14;5.41;8.03;6.42;8.5;8.53;6.09;7.18;6.01;6.58;5.25;4.69;4.93;7.18;3.7;5.33;6.67;5.06
NO2;uur;µg/m³;2024-07-05T03:00:00+01:00;2024-07-05T04:00:00+01:00;4.85;4.6;2.26;5.04;4.9;4.93;7.15;4.65;4.96;12.4;10.18;8.22;4.29;3.8;7.31;4.21;5.78;19.88;7.92;7.85;;6.33;5.71;44.87;6.7;4.37;3.38;6.51;8.71;8.27;11.39;9.81;8.1;8.8;5.82;7.85;5.41;4.66;5.03;6.72;5.19;4.97;6.42;5.62
NO2;uur;µg/m³;2024-07-05T04:00:00+01:00;2024-07-05T05:00:00+01:00;3.94;4.18;2.39;5.68;5.43;4.99;6.63;5.61;8.13;15.07;11.91;7.62;4.69;4.19;5.66;2.51;5.5;20.77;8.62;9.71;;8.84;8.41;8.89;12.44;4.05;3.71;8.01;9.37;9.65;10.55;18.78;8.96;7.79;5.13;8.73;6.18;5.47;6.22;4.52;5.05;5.38;7.52;5.88
NO2;uur;µg/m³;2024-07-05T05:00:00+01:00;2024-07-05T06:00:00+01:00;6.58;4.46;4.28;6.89;4.48;4.78;7.39;7.99;13.31;22.12;14.52;3.54;5.08;4.66;4.75;2.57;4.7;21.3;6.03;6.74;;6.16;12.23;26.71;14.1;39.77;9.21;10.43;9.35;14.38;16.29;23.93;10.78;9.59;4.77;10.37;9.1;7.23;7.48;3.19;4.87;5.27;12.82;7.1
NO2;uur;µg/m³;2024-07-05T06:00:00+01:00;2024-07-05T07:00:00+01:00;7.15;4.62;9.64;10.73;6.18;5.75;5.56;10.37;17.06;24.25;13.29;5.19;6.35;4.62;5.83;4.04;9.03;22.56;4.74;5.46;;13.88;14.27;26.13;22.92;52.67;10.78;9.98;5.76;16.17;19.85;17.29;14.22;7.26;5.3;10.8;10.83;7.76;12.2;2.53;4.85;5.53;19.67;7.61
NO2;uur;µg/m³;2024-07-05T07:00:00+01:00;2024-07-05T08:00:00+01:00;7.21;5.89;7.1;9.88;5.79;5.97;10.17;7.53;15.46;17.74;10.18;5.65;5.69;4.88;6.54;4.24;5.6;18.47;6.86;7.53;;10.85;15.76;25.1;14.64;5.65;12.2;10.87;7.54;18.74;22.78;13.53;12.49;5.93;5.72;8.36;13.53;7.25;9.04;3.66;5.53;4.02;24.92;8.08
NO2;uur;µg/m³;2024-07-05T08:00:00+01:00;2024-07-05T09:00:00+01:00;6.04;6.49;4.88;8.16;4.09;4.92;9.41;5.83;10.63;19.99;9.79;5.72;4.9;5.53;6.97;3.91;4.6;17.08;6.51;7.94;;11.87;11.5;19.51;16.76;4.75;13.91;6.04;13.9;18.98;19.48;17.9;11.28;8.25;6.18;6.52;12.92;7.49;8.72;2.46;5.48;2.95;14.54;6.25
