Export;EXP-2024-001 (2024-08-26T10:53:41+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-06-22T22:00:00+01:00;2024-06-22T23:00:00+01:00;7.83;21.41;3.61;17.37;9.3;7.98;3.29;21.29;49.23;37.58;28.71;13.95;12.19;9.49;7.66;15.06;21.09;41.25;7.2;15.99;7.22;30.53;26.75;15.12;48.7;6.17;16.84;8.35;5.02;19.15;30.82;29.15;10.09;7.61;5.8;7.26;28.55;15.94;;4.52;4.85;3.1;3.26;16.29;6.43
NO2;uur;µg/m³;2024-06-22T23:00:00+01:00;2024-06-23T00:00:00+01:00;6.23;14.35;3.46;16.86;19.83;20.2;3.83;19.27;42.28;51.21;34.64;11.22;11.2;8.74;10.36;12.35;39.9;29.9;7.07;16.97;7.49;41.16;22.51;14.82;46.09;8.41;15.22;7.31;8.64;19.77;48.91;28.87;13.01;8.19;4.83;8;30.01;20.69;;4.65;5.13;2.86;3.8;11.19;4.36
NO2;uur;µg/m³;2024-06-23T00:00:00+01:00;2024-06-23T01:00:00+01:00;10.22;12.74;4.89;13.29;17.56;14.43;5.17;;33.33;35.84;38.76;10.97;18.91;10.29;15.39;9.92;32.44;;7.4;17.24;9.43;36.55;22.33;16.38;36.96;10.97;14.08;6.12;6.25;28.51;46.92;26.63;21.13;18.5;4.93;7.48;23.94;14.42;;7.48;7.07;4.94;4.02;11.31;5.64
NO2;uur;µg/m³;2024-06-23T01:00:00+01:00;2024-06-23T02:00:00+01:00;9.21;12.6;3.34;9.92;13.53;20.15;6.02;19.58;23.99;38.61;23.6;10.08;15.5;12.48;15.21;7.41;27.48;36.65;7.9;13.07;8.12;29.48;22.65;44.72;26.45;11.4;14.9;6.57;7.97;23.32;39.74;26.15;21.75;10.08;4.25;6.41;15.72;12.34;;7.44;6.57;4.21;4.87;16.35;4.41
NO2;uur;µg/m³;2024-06-23T02:00:00+01:00;2024-06-23T03:00:00+01:00;6.68;11.12;3;9.44;10.25;18.57;9.86;14.85;18.77;28.86;17.98;13.75;13.15;11.79;14.28;10.47;27.75;39.69;9.84;13.78;7.8;26.92;22.46;37.64;35.09;10.63;12.36;7.28;10.83;27.3;32.43;32.76;22.44;8.64;4.67;6.16;17.02;11.48;;5.89;7.63;4.5;4.1;13.74;5.19
NO2;uur;µg/m³;2024-06-23T03:00:00+01:00;2024-06-23T04:00:00+01:00;6.34;23.97;2.95;7.49;5.44;13.9;15.81;13.25;16.28;26.03;21.23;17.05;11.82;12.52;15.71;10.58;29.7;36.41;12.19;16.2;9.78;30.19;26.74;32.39;31.02;9.26;12.63;8.34;9.83;23.48;30.4;24.25;21.4;12.26;4.76;5.27;16.58;12.63;;5.94;7.57;4.05;4.7;12.57;5.13
NO2;uur;µg/m³;2024-06-23T04:00:00+01:00;2024-06-23T05:00:00+01:00;6.74;11.68;4.92;8.96;5.63;12.36;14.56;13.39;19.2;24.82;21.55;17.89;10.12;10.61;14.27;8.76;27.84;45.38;14.41;13.83;13.6;28.76;24.58;40.97;26.72;11.23;13.76;4.97;13.94;17.9;28.01;24.12;20.42;14.97;5.49;5.28;16.18;12.76;;5.87;7.73;3.57;4.48;7.81;4.52
NO2;uur;µg/m³;2024-06-23T05:00:00+01:00;2024-06-23T06:00:00+01:00;5.85;8.67;5.38;8.83;8.12;12.44;13.39;11.07;15.6;19.83;16.7;14.18;9.96;11.08;12.05;7.69;27.9;34.8;11.67;14.08;12.72;27.17;23.63;40.57;29.74;10.48;14.51;6.36;8.1;15.69;21.04;14.55;16.01;11.76;5.78;5.4;13.39;11.14;;6.66;7.49;3.3;3.76;8.1;4
NO2;uur;µg/m³;2024-06-23T06:00:00+01:00;2024-06-23T07:00:00+01:00;;10.18;5.48;7.76;;17.76;12.33;;10.36;18.55;13.08;12.05;8.46;;11.94;7.65;22.57;28.47;14.71;19.2;16.55;24.93;20.19;30.85;29.3;22.4;15.19;7.69;11.86;14.65;13.59;16.03;13.18;12.07;9.19;;13.23;10.73;;6.91;12.41;3.76;4.11;6.35;4.54
NO2;uur;µg/m³;2024-06-23T07:00:00+01:00;2024-06-23T08:00:00+01:00;6.24;7.19;5.34;6.05;4.73;23.61;9.86;10.17;9.55;16.39;11.81;10.29;7.36;12.82;10.83;7.06;24.41;24.87;13.11;14.96;17;20.13;21.1;37.82;29.4;10.69;16.65;7.63;12.31;15.77;13.22;16.04;12.29;11.1;7.19;8.94;9.94;9.39;;6.54;11.21;3.06;3.4;5.41;3.62
NO2;uur;µg/m³;2024-06-23T08:00:00+01:00;2024-06-23T09:00:00+01:00;5.31;5.45;4.62;7.19;5.24;18.61;15.51;8.97;9.95;16.46;9.59;8.68;5.68;10.05;8.05;8.37;24.73;24.93;10.75;10.53;13.5;18.23;18.04;32.23;27.28;8.31;15.49;4.86;10.65;12.93;12.76;13.44;10.54;9.02;6.46;5.4;13.4;10.66;;7.68;7.67;2.87;2.26;4.33;2.07
NO2;uur;µg/m³;2024-06-23T09:00:00+01:00;2024-06-23T10:00:00+01:00;5.67;3.27;6.25;7.67;4.97;8.38;22.12;6.14;6.95;20.71;10.07;6.91;3.5;5.75;7.54;8.51;20.43;17.55;8.28;8.18;15.37;16.76;13.58;27.36;28.96;6.03;13.7;2.96;8.26;10.76;9.45;12.02;7.69;7.08;3.76;3.62;11.36;8.89;;7.18;8.6;2.42;1.65;4.37;1.52
NO2;uur;µg/m³;2024-06-23T10:00:00+01:00;2024-06-23T11:00:00+01:00;7.76;2.35;3.75;7.82;2.69;3.68;22.79;4.36;6.84;18.79;7.78;4.34;2.45;3.53;9.46;7.04;19.62;13.34;6.25;9.34;11.44;17.69;13.53;28;23.88;4.93;14.38;1.58;4.79;7.58;6.74;12.32;5.17;4.52;1.64;2.97;9.93;6.08;;4.32;7.22;1.75;1.48;5.32;1.34
NO2;uur;µg/m³;2024-06-23T11:00:00+01:00;2024-06-23T12:00:00+01:00;5.07;2.18;3.24;7.44;2.16;2.63;17.38;4.2;10.66;14.91;5.49;4.1;1.85;2.62;8.29;5.31;19.44;10.24;3.17;6.06;12.04;20.6;9.53;16.24;22.71;3.28;14.47;1.16;3.96;6.54;6.38;12.99;3.38;2.58;1.48;3.16;9.34;4.62;;3.12;3.67;1.82;1.64;9;1.54
NO2;uur;µg/m³;2024-06-23T12:00:00+01:00;2024-06-23T13:00:00+01:00;2.6;2.38;2.71;7.45;1.58;1.89;5.14;8.35;8.8;8.46;4.84;4.32;1.49;1.9;8.41;7.03;18.12;11.18;3.1;3.31;15.25;20.8;12.44;7.46;18.71;3.11;14.07;1.24;5.86;7.42;5.92;17.18;2.89;2.69;1.17;2.14;12.44;4.57;;2.57;3.39;1.72;1.76;10.5;1.57
NO2;uur;µg/m³;2024-06-23T13:00:00+01:00;2024-06-23T14:00:00+01:00;2.83;1.88;2.04;7.34;1.87;2.25;3.29;5;9.61;13.11;2.92;3.9;1.07;1.78;6.38;16.11;14.75;8.99;2.39;2.9;9.08;19.55;10.9;8.79;16.9;2.72;12.83;1.56;3.78;7.79;6.91;18.14;3.63;3.87;1.59;1.84;14.72;4.27;;2.55;8.71;1.93;1.98;8.55;1.89
NO2;uur;µg/m³;2024-06-23T14:00:00+01:00;2024-06-23T15:00:00+01:00;2.78;2.38;1.4;8.77;1.86;4.92;3.58;6.72;6.85;5.2;2.68;4.45;1.4;2.54;6.77;4.13;8.83;7.38;3.02;3.16;9.85;15.12;6.91;10.21;8.99;2.78;13.37;1.98;2.95;9.24;10.12;15.25;5.47;4.83;2.44;1.75;12.26;3.89;;3.57;4.63;2.09;1.9;8.11;2.55
NO2;uur;µg/m³;2024-06-23T15:00:00+01:00;2024-06-23T16:00:00+01:00;2.64;2.85;0.98;7.76;2.16;2.96;2.32;9.4;9.39;7.83;2.76;3.97;1.65;1.55;3.01;3.87;9.72;8.4;2.79;4.09;6.18;14.29;6.47;16.04;8;2.86;12.42;2.08;2.69;6.22;6.88;14.29;3.38;4.36;2.45;2.8;12.79;4.06;;4.34;2.09;2;1.85;8.78;1.45
NO2;uur;µg/m³;2024-06-23T16:00:00+01:00;2024-06-23T17:00:00+01:00;3.18;2.99;0.98;10.4;3.49;4.7;1.48;8.53;10.33;9.46;5.1;3.29;2;5.11;2.46;4.58;11.48;5.42;5.19;8.14;5.01;17.23;7.6;11.71;8.58;2.78;8.65;2.07;2.11;6.78;6.47;17.61;3.37;3.39;2.63;3.31;18.48;5.72;;3.71;1.55;1.62;2.81;11.3;1.37
NO2;uur;µg/m³;2024-06-23T17:00:00+01:00;2024-06-23T18:00:00+01:00;3.2;3.29;2.81;14.06;3.58;2.76;1.29;9.43;12.95;5.95;4.24;4.99;2.57;3.69;3;2.71;4.92;4.06;24.88;9.04;3.84;13.74;7.46;9.76;7.56;2.44;10.43;2.07;2.27;5.59;7.31;20.92;4.28;2.87;2.61;3.02;25.1;10.42;;3.69;3.1;2.03;3.57;8.72;2.18
NO2;uur;µg/m³;2024-06-23T18:00:00+01:00;2024-06-23T19:00:00+01:00;4.21;4.38;2.77;12.55;2.8;4.42;1.46;12.43;22.65;12.3;10.74;6.03;3.01;8.25;3.27;2.22;3.66;5.26;19.46;6.68;4.29;13.49;6.03;8.16;9.68;2.67;12.18;2.18;2.95;7.32;9.76;24.8;7;2.62;2.5;3.4;31.72;9.51;;3.24;2.1;2.4;4.01;9.93;3.16
NO2;uur;µg/m³;2024-06-23T19:00:00+01:00;2024-06-23T20:00:00+01:00;5.79;5.28;2.5;11.25;2.37;4.81;2.04;11.45;15.1;14.91;14.29;5.65;4.34;7.43;4;2.45;8.13;6.95;17.02;6.85;16.44;17.18;8.16;14.65;6.52;5.78;18.38;3.54;2.71;7;12.45;26.31;6.4;2.65;4.23;3.58;28.85;10;;4.29;4.76;2.48;4.82;10.89;4.05
NO2;uur;µg/m³;2024-06-23T20:00:00+01:00;2024-06-23T21:00:00+01:00;7.54;6.6;3.85;15.03;11.31;6.14;3.48;8.61;14.42;12.28;9.95;15.23;5.88;18.77;5.56;4.44;8.92;8.91;17.27;6.4;16.87;14.94;10.07;20.65;25.32;3.88;32.33;2.78;4.33;14.31;14.06;34.39;8.32;4.86;3.8;3.89;31.61;12.22;;4.18;3.16;3.67;2.66;10.43;5.62
NO2;uur;µg/m³;2024-06-23T21:00:00+01:00;2024-06-23T22:00:00+01:00;12.65;8.56;5.17;37.09;16.64;10.55;3.96;14.77;15.98;12.86;11.52;15.61;6.81;16.63;5.98;8.55;15.43;8.74;21.6;10.46;10.76;20.54;16.27;40.84;47.54;4.86;30.2;3.32;7.94;17.14;19.85;34.08;9.34;4.79;3.44;5.37;49.7;13.25;;4.4;3.63;4.24;1.86;8.94;6.63
NO2;uur;µg/m³;2024-06-23T22:00:00+01:00;2024-06-23T23:00:00+01:00;12.85;9.19;4.68;43.57;21.63;11.03;4.14;17.92;20.19;15.14;11.92;13.48;6.51;26.9;10.62;8.63;26.01;13.2;23.24;12.07;9.44;27.95;62.91;25.99;38.89;4.74;29.78;3.5;12.61;20.26;26.71;39.62;8.93;3.93;2.99;6.92;36.78;14.18;;5.47;4.85;4.9;1.56;8.73;4.48
NO2;uur;µg/m³;2024-06-23T23:00:00+01:00;2024-06-24T00:00:00+01:00;10.84;11.32;4.88;49.68;23.06;13.23;4.48;17.01;18.94;22.58;9.95;14.82;7.17;48.96;13;12.37;29;16.47;20.25;16.15;6.78;39.54;59.44;26.35;38.48;4.96;29.05;7.53;12.66;15.17;31.11;50.64;9.49;5.12;2.92;9.32;43.95;32.18;;5.59;3.73;4.61;1.97;8.33;4.04
NO2;uur;µg/m³;2024-06-24T00:00:00+01:00;2024-06-24T01:00:00+01:00;14.48;11.39;4.87;48.89;21.89;13.47;6.03;13.25;17.06;50.57;12.56;19.95;8.94;;18.82;15.97;15.53;38.73;;22.29;6.31;28.32;49.45;23.57;21.58;5.62;20.14;5.1;9.76;16.04;17.71;69.04;16.22;8.01;4.31;7.39;42.12;33.26;;5.58;9.24;5.91;3;5.41;3.5
NO2;uur;µg/m³;2024-06-24T01:00:00+01:00;2024-06-24T02:00:00+01:00;12.41;10.68;4.91;37.27;21.61;14.03;5.7;13.88;12.86;39.16;13.55;21.91;8.68;;17.88;14.36;16.58;36.49;22.47;26.79;5.29;10.87;37.79;31.11;14.97;5.63;17.58;3.31;10.23;14.71;17.14;55.71;14.05;7.53;4.19;6.89;22.73;13.3;;5.46;4.68;4.83;2.7;5.32;3.03
NO2;uur;µg/m³;2024-06-24T02:00:00+01:00;2024-06-24T03:00:00+01:00;14.09;9.59;4.73;22.37;11.84;14.69;6.81;11.64;14.74;30.05;10.82;24.66;9.19;44.57;21.95;13.55;16.06;25.19;20.55;21.76;5.72;13.18;18.88;19.85;15.7;5.54;18.68;3.62;14.25;12.36;16.94;42.01;11.88;7.46;4.77;7.58;18.04;8.71;;3.66;6.49;4.52;2.94;4.91;2.51
NO2;uur;µg/m³;2024-06-24T03:00:00+01:00;2024-06-24T04:00:00+01:00;17.99;10.48;4.43;18.1;6.99;27.11;7.38;13.35;11.88;23.96;13.69;22.83;10.29;33.72;21.09;13.12;13.76;12.19;20.93;21.85;5.83;12.25;24.58;15.79;18.53;6.89;15.44;4.07;13.66;10.79;13.49;33.81;10.24;8.39;5.2;8.56;11.27;8.26;;9.16;7.53;4.48;3.92;5.28;2.52
NO2;uur;µg/m³;2024-06-24T04:00:00+01:00;2024-06-24T05:00:00+01:00;16.5;14.29;5.03;26.65;7.79;12.44;6.23;15.58;13.54;21.87;16.95;24.54;9.53;21.32;21.4;13.08;18.39;10.61;29.07;24.97;5.31;15.33;31.98;24.81;54.57;6.86;13.58;4.7;16.9;12.08;13.12;39.5;9.83;9.51;6.08;7.01;23.31;10.71;;10.45;6.13;4.09;4.22;16.19;2.78
NO2;uur;µg/m³;2024-06-24T05:00:00+01:00;2024-06-24T06:00:00+01:00;15.71;17.11;6.7;25.72;9.86;19.13;5.87;25.23;27.76;34.15;21.75;21.1;11.94;22.79;21.86;14.17;17.02;14.47;34.87;28.94;3.83;25.55;31.19;46.05;71.14;7.6;22.05;4.36;13.12;14.6;24.83;22.78;15.61;11.12;7.25;7.08;28.69;12.28;;13.83;4.67;3.09;3.31;20.14;1.54
NO2;uur;µg/m³;2024-06-24T06:00:00+01:00;2024-06-24T07:00:00+01:00;13.36;17.9;9.58;26.55;16.7;39.48;11.99;27.39;39.57;25.61;22.52;22.87;14.18;23.76;29.3;22.23;31.31;29.09;37.16;31.36;11.7;38.13;44.21;33.65;74;9.19;50.24;3.61;13.67;19.24;29.89;10.49;16.88;16.98;9.04;11.59;26.45;13.53;;3.06;4.05;3.91;1.98;20;2.08
NO2;uur;µg/m³;2024-06-24T07:00:00+01:00;2024-06-24T08:00:00+01:00;9.39;9.95;8.32;28.31;16.19;15.15;22.27;19.73;28.82;28.22;17.74;18.12;25.71;11.28;23.48;26.2;31.45;31.98;25.43;22.92;11.6;30.43;16.94;28.74;67.88;2.23;33.02;2.44;7.35;10.53;23.51;4.12;11.94;15.86;6.74;6.34;31.97;15.99;;1.3;2.11;2.97;1.91;19.59;2.21
NO2;uur;µg/m³;2024-06-24T08:00:00+01:00;2024-06-24T09:00:00+01:00;11.48;8.69;12.36;27.5;24.84;12.05;14.17;14.8;18;24.36;17.18;9.56;13.72;6.68;10.02;15.08;20.94;34.51;15.54;19.66;9.44;24.76;21.27;25.11;56.15;1.86;32.84;2.22;5.51;10.23;16.89;3.91;7.72;11.89;6.21;2.14;29.82;14.13;;2.05;3.12;2.29;2.23;14.47;2.77
NO2;uur;µg/m³;2024-06-24T09:00:00+01:00;2024-06-24T10:00:00+01:00;10.04;5.56;14.66;27.05;14.46;6.36;13.54;9.14;11.2;20.21;14.06;8.09;5.61;3.33;3.59;7.03;22.13;29.43;11.34;6.02;5.37;25.23;22.41;34.69;58.18;1.31;20.77;1.83;4.17;8.77;11.41;;4.85;7.58;3.19;2.34;24.21;11.93;;3.2;2.15;2.26;2.32;10.71;2.6
NO2;uur;µg/m³;2024-06-24T10:00:00+01:00;2024-06-24T11:00:00+01:00;6.54;4.7;8.2;15.26;4.95;4.09;15.21;8.3;11.1;15.56;8.67;8.85;4.99;2.5;2.91;9.94;17.65;18.4;14.56;6.05;3.75;26.86;22.71;33.56;47.7;0.87;17.74;1.23;6.45;6.72;11.19;;3.8;4.96;2.52;1.68;24.95;7.44;;0.35;3.26;1.78;3.02;9.5;2.96
NO2;uur;µg/m³;2024-06-24T11:00:00+01:00;2024-06-24T12:00:00+01:00;4.36;4.55;4.61;13.68;4.57;2.93;10.89;6.44;23.05;14.66;5.65;;4.11;2.4;4.67;5.55;10.24;20.22;10.58;10.75;3.97;22.48;30.58;24.38;29.61;0.82;20.87;4.48;4.25;9.58;8.88;;3.94;3.78;1.93;1.84;28.74;7.89;;1.36;4.5;2.02;1.4;12.54;1.16
NO2;uur;µg/m³;2024-06-24T12:00:00+01:00;2024-06-24T13:00:00+01:00;4.89;5.26;4.66;15.24;5.06;2.65;9.77;8.14;17.68;15.85;5.19;;4.23;2.43;6.44;3.24;10.71;11.94;7.49;6.42;5.68;17.99;22.45;27.83;15.33;0.56;15.58;1.79;3.18;6.3;11.24;;3.96;3.58;1.85;3.55;32.67;6.58;;1.51;0.91;1.74;1.48;13.79;0.98
NO2;uur;µg/m³;2024-06-24T13:00:00+01:00;2024-06-24T14:00:00+01:00;4.68;4.6;3.83;17.47;4.48;2.86;6.99;8.7;18.43;12.2;4.41;10.29;4.14;2.73;8.76;4.43;10.48;10.92;7.26;4.26;5.19;15.24;12.89;20.13;14.93;0.97;13.37;1.55;7.37;10.8;14.6;;5.02;3.83;1.87;2.18;36.68;6.8;;2.15;2.78;1.46;1.31;15.5;0.88
NO2;uur;µg/m³;2024-06-24T14:00:00+01:00;2024-06-24T15:00:00+01:00;;3.24;4.44;14.73;5.05;3.44;4.27;8.27;16.06;11;4.61;6.49;4.14;2.51;3.33;7.32;10.88;9.04;5.43;4.42;10.87;15.31;13.44;24.24;13.07;1.29;20.68;1.43;3.08;6.58;13.1;;5.01;4.31;2.12;2.73;32.69;5.59;;2.57;1.42;1.28;1.08;8.64;1.34
NO2;uur;µg/m³;2024-06-24T15:00:00+01:00;2024-06-24T16:00:00+01:00;;4.87;4.76;16.66;4.8;3.65;3.86;9.17;15.75;11.11;4.37;4.67;4.38;2.47;4.84;3.68;10.23;9.86;4.6;4.79;3.81;13.53;12.33;22.44;14.51;1.28;28.96;1.49;3.72;9.95;14.1;5.38;4.66;3.97;2.58;2.32;28.72;6.52;;3.19;1.58;1.42;1;12.05;1.76
NO2;uur;µg/m³;2024-06-24T16:00:00+01:00;2024-06-24T17:00:00+01:00;5.24;3.79;;14.16;4.79;6.66;4.44;10.56;16.25;12.92;4.3;5.42;4.41;2.6;10.11;9.37;8.47;11.98;8.17;4.91;1.78;17.72;10.47;21.56;13.22;1.39;24.35;1.82;3.72;9.29;13.87;6;4.77;4.19;3.31;4.25;23.25;5.14;;5.97;1.74;1.29;1.71;9.84;1.42
NO2;uur;µg/m³;2024-06-24T17:00:00+01:00;2024-06-24T18:00:00+01:00;6.06;3.86;4.45;13.8;5.05;4.63;3.95;11.89;10.14;10.53;5.01;6.88;5.05;3.76;12.89;24.94;7.48;10.55;28.53;5.3;4.66;11.47;10.92;21.54;10.2;1.75;24.2;1.9;4.11;6.39;20.18;4.19;4.55;4.4;2.85;3.1;19.25;4.58;;2.01;1.55;1.39;1.37;6.54;1.1
NO2;uur;µg/m³;2024-06-24T18:00:00+01:00;2024-06-24T19:00:00+01:00;7.33;3.85;5.03;13.83;5.37;9.63;6.44;8.88;11.46;10.17;5.61;25.79;4.55;3.23;11;10.95;7.58;10.89;19.25;8.08;1.87;11.26;8.61;24.96;9.81;1.47;20.51;1.93;6.92;4;11.4;5;4.79;5.48;2.94;6.54;20.24;8.59;;2.07;2.7;1.82;1.97;9.44;3.84
NO2;uur;µg/m³;2024-06-24T19:00:00+01:00;2024-06-24T20:00:00+01:00;8.84;4.96;6.07;15.81;7.35;32.25;12.01;10.61;11.11;12.49;6.03;17.76;4.84;4.84;12.18;15.21;6.94;11.78;21.39;9.97;2.18;9.17;7.4;19.72;6.94;1.83;14.08;2.14;4.46;4.16;8.68;7.41;4.91;8.44;3.65;4.58;20.03;8.43;;6.89;2.2;2.35;2.37;8.61;4.16
NO2;uur;µg/m³;2024-06-24T20:00:00+01:00;2024-06-24T21:00:00+01:00;8.26;10.28;9.26;16.43;9.52;45.41;18.94;16.48;15.21;12.65;13.1;23.13;6.9;6.43;18.83;17.63;9.78;13.97;26.05;11.96;3.54;10.92;8.99;26.61;9.77;2.75;9.22;2.72;5.49;6.24;11.16;5.71;7.44;16.23;3.92;6.27;30.55;16.93;;8.62;6.07;3.38;4.24;9.1;5.78
NO2;uur;µg/m³;2024-06-24T21:00:00+01:00;2024-06-24T22:00:00+01:00;8.01;16.66;10.08;14.71;12.81;22.7;17.69;18.58;16.95;14.6;13.2;14.57;9.8;7.95;23.72;18.27;11.34;14.34;23.23;15.2;5.28;8.52;11.98;29.17;12.46;2.85;7.03;4.04;6.27;10.77;10.64;10.17;12.96;18.49;4.65;8.47;49.05;17.28;;7.71;3.09;4.88;4.89;14.5;6.23
NO2;uur;µg/m³;2024-06-24T22:00:00+01:00;2024-06-24T23:00:00+01:00;8.22;13.85;6.47;12.53;8.39;47.3;24.71;14.51;17.12;19.43;12.71;11.46;9.86;12.88;25.97;31.4;9.63;18.52;39.09;13.89;6.16;12.06;12.3;31.07;25.06;3.16;7.53;4.05;5.39;11.24;12.21;10.9;13.27;18.84;5.64;7.29;41.01;20.06;;3.18;3.73;7.2;3.86;12.64;4.67
NO2;uur;µg/m³;2024-06-24T23:00:00+01:00;2024-06-25T00:00:00+01:00;;9.83;5.96;10.08;7.71;63.08;22.36;9.7;10.65;20.1;12.69;11.63;7.28;10.57;18.27;34.62;10.82;17.41;36.03;13.18;12.24;16.49;17.43;17.89;29.84;3.35;10.99;3.36;5.87;10.67;8.88;13.17;9.67;19.79;5.47;6.55;22.2;11.94;;4.02;5.21;7.59;4.02;12.04;4.79
NO2;uur;µg/m³;2024-06-25T00:00:00+01:00;2024-06-25T01:00:00+01:00;;11.6;5.72;15.5;9.69;22.5;17.97;10.44;10.32;29.55;14.76;25;7.22;;19.93;50.91;11.74;13.88;21.22;16.62;14.13;12.74;11.9;21.73;21.53;4.81;17.79;4.3;7.49;7.71;7.51;10.68;8.53;10.54;5.95;6.94;17.79;11.49;;6.58;6.41;9.55;3.95;7.71;6.61
NO2;uur;µg/m³;2024-06-25T01:00:00+01:00;2024-06-25T02:00:00+01:00;;11.05;4.69;14.9;9.38;111.43;14.54;8.02;8.84;23.51;14.93;23.18;7.22;;22.51;39;8.5;10.43;13.69;11.5;9.37;10.17;8.34;16.33;14.61;3.8;22.19;3.56;6.23;5.96;7.27;8.89;6.46;8.42;5.68;6.3;10.72;10.01;;7.03;5.87;8.14;3.31;6.21;5.4
NO2;uur;µg/m³;2024-06-25T02:00:00+01:00;2024-06-25T03:00:00+01:00;;12.71;3.66;13.68;9.46;76.47;13.66;8.39;8.64;23.35;10.31;12.23;6.9;;27.82;20.5;8.53;8.87;12.82;16.55;7.86;8.09;8.31;16.35;12.65;4.49;20.47;3.94;5.19;5.61;6.17;4.09;5.56;6.15;5.78;7.74;9.19;7.8;;6.92;6.58;7.46;3.83;13.65;4.53
NO2;uur;µg/m³;2024-06-25T03:00:00+01:00;2024-06-25T04:00:00+01:00;;14.39;3.9;19.42;9.23;141.98;13.02;9.15;9.02;18.23;9.2;9.55;7.76;;23.22;32.76;8.03;8.16;12.09;11.81;6.8;7.41;7.82;17.89;17.93;4.31;20.15;4.14;5.07;10.09;6.8;5.37;8.04;9.04;6.09;9.24;10.88;9.65;;6.39;6.9;6.46;3.78;9.67;4.2
NO2;uur;µg/m³;2024-06-25T04:00:00+01:00;2024-06-25T05:00:00+01:00;;12.3;5.63;33.34;9.03;135.8;11.32;10.77;13.06;23.25;9.57;8.93;9.58;;16.53;35.15;8.9;7.68;12.1;9.18;7.15;10.46;10.38;29.3;44.55;3.83;26.92;4.85;5.37;9.57;9.22;12.2;10.16;11.83;6.53;21.69;15.04;9.67;;9.48;7.63;7.32;4.85;12.74;5.21
NO2;uur;µg/m³;2024-06-25T05:00:00+01:00;2024-06-25T06:00:00+01:00;;12.19;7.32;42.59;13.73;159.1;9.51;11.6;17.04;27.94;9.75;15.56;12.5;;19.02;26.04;11.73;14.02;12.62;13.55;9.74;17.81;14.75;42.04;55.99;4.27;33.55;;7.15;10.63;15.85;8.11;13.77;12.05;7.43;15.05;19.33;12.6;;7.58;8.73;6.32;6.57;17.64;5.14
NO2;uur;µg/m³;2024-06-25T06:00:00+01:00;2024-06-25T07:00:00+01:00;;11.59;14.11;44.97;14.71;20.4;8.88;13.71;23.65;24.13;12.54;17.14;17.4;;15.47;40.94;17.43;26.11;15.43;13.18;13.53;19.6;12.8;30.09;44.3;4.73;43.57;5.78;8.32;10.83;25.1;9.52;11.9;11.88;7.53;7.21;24.97;13.07;;7.63;8.15;6.01;4.23;18.74;4.06
NO2;uur;µg/m³;2024-06-25T07:00:00+01:00;2024-06-25T08:00:00+01:00;;16.19;20.24;36.06;;15.35;11.14;15.5;24.51;24.5;14.11;12.55;19.67;;10.84;23.87;18.22;29.27;16.36;26.16;17.53;19.96;14.84;21.47;43.84;4.66;41.29;5.75;7.87;12.44;19.22;8.09;12.06;12.94;7.62;5.81;30.48;15.62;;7.56;9.15;6.5;4.39;16.87;5.5
NO2;uur;µg/m³;2024-06-25T08:00:00+01:00;2024-06-25T09:00:00+01:00;;12.84;12.91;;;13.93;11.45;18.46;24.54;22.4;13.37;13.65;15.89;;12.1;24.46;16.07;30.25;15.86;19.34;16.84;26.01;13.37;19.08;43.9;4.38;39.23;6.56;7.69;11.14;17.53;7.49;10.86;10.32;6.73;5.49;27.77;14.8;;8.5;7.77;6.36;3.84;14.56;5.74
NO2;uur;µg/m³;2024-06-25T09:00:00+01:00;2024-06-25T10:00:00+01:00;;9.33;9.12;;13.75;14.1;10.11;16.7;18.83;20.8;11.85;23.35;11.88;;8.25;19.78;10.48;23.79;11.99;16.06;10.35;18.71;8.28;18.6;37.43;3.95;29.25;5.8;6.45;8.53;12.5;7.35;7.61;8.57;3.75;5.1;28.81;15.36;;7.91;6.1;5.42;4.01;15.49;5.09
NO2;uur;µg/m³;2024-06-25T10:00:00+01:00;2024-06-25T11:00:00+01:00;;5.52;6.24;13.15;3.74;8.02;6.68;12.7;17.13;17.05;7.91;18.62;7.73;;5.6;13.4;5.83;23.38;7.45;11.23;8.13;21.01;4.53;12.14;37.07;4.04;14;4.24;5.31;5.96;10.58;6.51;5.59;7.22;2.15;2.94;29.99;12.72;;8.27;4.89;3.97;3.9;15.62;5.1
NO2;uur;µg/m³;2024-06-25T11:00:00+01:00;2024-06-25T12:00:00+01:00;4.65;4.87;7.8;13.03;6.61;6.3;4.57;8.06;14.49;15.03;6.6;9.52;4.55;;3.57;8.64;10.2;19.21;5.43;5.56;7.88;13.47;4.23;10.83;37.08;3.88;12.88;3.33;4.23;5.73;8.71;6.11;4.93;4.56;2.11;3.83;24.13;5.55;;12.44;4.57;2.84;3;15.05;3.11
