Export;EXP-2024-001 (2024-07-04T21:11:37+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-05-10T22:00:00+01:00;2024-05-10T23:00:00+01:00;8.39;24.71;16.36;52.04;10.49;16.25;8.19;18.25;23.95;17.27;8.89;24.43;16.46;29.33;11.84;42.34;23.26;13.51;14.36;11.91;5.76;22.11;14.69;21.79;32.59;3.45;7.71;3.9;5.72;8.45;9.69;9.14;9.07;13.02;7.89;5.76;26.7;12.6;6.68;11.23;5.76;2.75;17.01;7.35
NO2;uur;µg/m³;2024-05-10T23:00:00+01:00;2024-05-11T00:00:00+01:00;11.23;25.51;10.67;44.67;12.95;16.69;9.16;25.57;23.97;18.18;7.89;25.16;17.85;36.61;8.22;44.54;18.95;15.45;15.1;13.98;6.39;18.37;18.3;20.2;29.5;3.44;6.75;3.71;8.96;6.66;9.07;8.93;7.48;9.28;9.4;5.02;16.86;10.98;7;6.89;6.01;2.45;9.45;3.95
NO2;uur;µg/m³;2024-05-11T00:00:00+01:00;2024-05-11T01:00:00+01:00;14.96;14.71;8.88;32.99;19.15;16.84;8.74;17.32;20.01;14.79;9.78;17.92;13.69;22.79;17.46;16.36;13.36;14.58;14.55;15.7;;15.69;10.84;13.25;25.83;2.32;6.24;6.03;7.31;5.81;7.34;18.21;6.6;6.49;7.89;5.76;12.74;9.78;8.86;5.12;3.35;2.85;10.4;6.09
NO2;uur;µg/m³;2024-05-11T01:00:00+01:00;2024-05-11T02:00:00+01:00;12.11;21.26;8.98;24.95;14.12;14.64;7.73;12.41;17.36;13.2;8.01;24.5;11.31;15.56;12.1;30.52;11.18;13.01;12.06;10.9;10.69;12.67;7.76;10.8;17.44;2.12;5.61;4.88;6.19;5.52;6.87;10.24;5.58;4.78;6.01;4.42;12.91;9.65;6.91;4.09;2.14;2.23;8.14;5.32
NO2;uur;µg/m³;2024-05-11T02:00:00+01:00;2024-05-11T03:00:00+01:00;14.9;17.6;7.46;25.95;11.87;12;6.26;11.5;14.33;9.85;5.68;22.14;9.48;16.45;7.07;57.48;10.12;10.68;11.54;11.63;9.07;9.13;6.92;9.57;14.21;1.5;10.86;3.6;4.63;5.04;5.74;4.34;5.44;4.8;5.64;4.6;11.62;7.98;6.26;2.95;2.49;2.09;6.86;2.6
NO2;uur;µg/m³;2024-05-11T03:00:00+01:00;2024-05-11T04:00:00+01:00;14.33;15.81;6.88;29.98;12.13;9.19;5.97;9.66;12.72;10.55;5.21;23.11;9.09;12.86;5.61;43.23;6.83;10.21;8.07;11.05;6.13;9.57;6.41;7.71;14.18;1.18;17.08;3.47;4.53;4.47;5.18;4.1;4.8;4.44;5.74;4.09;10.24;7;5.94;2.6;2.58;2.24;2.83;1.79
NO2;uur;µg/m³;2024-05-11T04:00:00+01:00;2024-05-11T05:00:00+01:00;16.51;18.73;8.09;23.17;11.34;8.42;6.14;10.38;13.37;11.01;5.61;22.83;8.57;14.22;4.46;12.28;6.86;6.65;8.74;9.24;6.87;7.27;4.89;7.74;19.79;1.3;14.95;2.73;4.19;4.62;6.61;7.56;6.01;4.53;5.41;4.28;9.56;7.73;4.49;2.95;3.12;1.83;2.66;1.21
NO2;uur;µg/m³;2024-05-11T05:00:00+01:00;2024-05-11T06:00:00+01:00;18.59;9.82;10.72;21.05;11.54;9.16;6.11;8.29;12.35;14.42;6.48;13.05;7.51;10.71;5.55;14.85;6.89;6.44;12.36;8.96;7.56;9.11;5.1;14.97;21.07;1.78;12.25;2.35;5.08;4.41;6.05;7.17;4.95;5.24;4.85;4.38;8.8;7.6;3;2.59;3.02;2.22;4.59;1.14
NO2;uur;µg/m³;2024-05-11T06:00:00+01:00;2024-05-11T07:00:00+01:00;15.27;11.35;14.14;24.69;15.71;9.29;6.86;8.05;8.93;11.78;7.51;7.58;6.67;9.28;6.64;9.99;6.75;8.58;11.46;10.39;7.98;10.27;4.81;13.7;17.99;2.14;7.44;2.17;3.79;3.86;5.83;4.54;4.16;5.7;4.49;4.35;9.91;7.25;3.05;3.04;3.32;2.84;4.03;2.09
NO2;uur;µg/m³;2024-05-11T07:00:00+01:00;2024-05-11T08:00:00+01:00;14.51;9.43;16.14;19.66;15.7;9.6;6.9;8.71;9.62;9.98;7.67;9.66;8.3;7.26;8.06;11.31;6.66;8.01;10.94;9.12;7.25;9.22;4.4;10.26;19.76;2.27;14.2;2.57;2.99;3.62;9;3.19;4.11;4.46;4.74;4.14;10.23;5.95;4.02;4.37;2.82;3.4;5.49;3.28
NO2;uur;µg/m³;2024-05-11T08:00:00+01:00;2024-05-11T09:00:00+01:00;13.71;8.15;13.15;18.5;11.42;9.5;6.93;9.07;11.19;8.47;7.27;13.59;10.02;6.17;8.42;16.21;7.72;7.4;10.75;7.15;6.44;9.47;4.41;8.83;24.81;2.35;13.39;3.22;3.08;4.28;8.39;2.78;4.08;6.14;5.08;2.83;14.89;7.69;4.27;4.37;2.62;3.29;7.62;2.85
NO2;uur;µg/m³;2024-05-11T09:00:00+01:00;2024-05-11T10:00:00+01:00;12.29;7.73;9.48;15.21;11.17;8.71;6.64;9.01;9.54;8.94;7.28;8.7;8.63;5.88;6.61;20.93;10.27;8.14;11.05;8.09;6.42;11.62;5.16;8.95;24.45;2.08;11.02;3.48;3.17;4.44;8.49;3.21;4.19;7.28;5.15;2.85;16.08;7.75;4.09;3.41;2.98;3.24;7.3;2.64
NO2;uur;µg/m³;2024-05-11T10:00:00+01:00;2024-05-11T11:00:00+01:00;10.01;7.54;8.57;14.89;9.22;6.5;6.03;9.44;10.03;8.95;6.06;9.28;6.65;4.94;6.33;19.48;6.9;7.73;11.4;9.2;9.01;11.52;4.8;10.27;28.82;2.07;9.4;3.2;3.68;4.51;8.74;2.77;4.45;6.34;5.71;2.71;13.99;7.71;4.09;3.8;3.02;3.15;8.11;2.18
NO2;uur;µg/m³;2024-05-11T11:00:00+01:00;2024-05-11T12:00:00+01:00;11.64;6.29;7.12;13.84;9.16;5.36;4.5;9.51;9.24;7.53;6.42;10.55;5.14;5.95;8.28;22.22;6.46;7.76;10.3;6.83;8.06;11.64;4.22;12.64;31.47;2.3;10.98;3.29;3.73;4.83;10.73;3.79;4.7;5.85;5.18;4.11;19.43;6.66;3.83;3.08;3.17;2.61;9.49;1.9
NO2;uur;µg/m³;2024-05-11T12:00:00+01:00;2024-05-11T13:00:00+01:00;6.24;4.52;6.22;12.95;7.24;4.82;3.18;9.36;7.25;8.45;4.99;9.29;4.1;3.93;6.5;11.04;6.12;7.46;10.58;4.66;7.52;12.64;3.82;12.14;32.83;2.47;12.88;3.15;3.39;4.47;9.17;3.31;4.88;4.86;4.55;2.07;23.64;7.18;3.44;4.68;2.9;2.9;6.38;2.09
NO2;uur;µg/m³;2024-05-11T13:00:00+01:00;2024-05-11T14:00:00+01:00;3.84;3.62;5.32;10.16;4.5;4.07;3.05;7.87;7.26;9;4.77;5.5;3.26;3.92;4.82;5.68;6.43;6.9;10.71;2.89;8.13;11.2;3.8;10.2;33.67;2.45;10.44;2.7;3.38;4.8;9.67;3.61;4.73;3.82;3.66;1.65;19.71;7.38;2.68;2.7;3.18;2.85;8.31;2.29
NO2;uur;µg/m³;2024-05-11T14:00:00+01:00;2024-05-11T15:00:00+01:00;5.06;3.16;4.52;11.1;4.86;4.05;2.92;8.68;7.2;8.14;3.74;4.88;2.98;3.97;4.78;6.1;5.91;7.19;10.67;3.35;6.25;13.55;3.09;9.73;30.96;2.54;10.44;2.29;3.15;4.58;8.48;3.71;4.54;3.62;3.05;2.03;16.52;6.44;2.19;3.8;2.84;3.14;12.37;2.54
NO2;uur;µg/m³;2024-05-11T15:00:00+01:00;2024-05-11T16:00:00+01:00;5.3;3.14;4.48;12.36;4.47;4.55;2.79;8.54;7.24;5.99;3.38;5.52;3.36;3.75;7.15;7.77;4.58;7.54;10.81;2.89;6.36;13.65;3.53;9.32;30;3.28;13.24;2.34;2.79;4.19;10.83;5.25;4.7;3.5;2.62;1.94;21.62;6.12;2.59;4.44;3.16;2.71;9.21;2.12
NO2;uur;µg/m³;2024-05-11T16:00:00+01:00;2024-05-11T17:00:00+01:00;4.48;3.24;4.25;12.09;4.74;3.39;3.27;9.58;7.32;6.88;3.54;5.22;3.97;4.15;4.04;10.28;5.45;8.76;9.65;2.77;4.82;15.11;3.59;11.07;28.56;3.48;13.61;2.58;2.6;5.62;8.09;3.15;4.6;4.04;2.7;1.8;18.8;5.69;2.57;3.7;3.18;3;10.54;3.08
NO2;uur;µg/m³;2024-05-11T17:00:00+01:00;2024-05-11T18:00:00+01:00;3.79;6.23;4.49;8.17;5.74;3.82;3.21;7.69;7.66;8.11;4.19;4.99;4.19;5.32;3.41;15.16;5.73;8.87;10.06;4.25;5.92;16.17;3.68;12.26;31.39;3.11;13.96;3.03;2.66;5.4;9.62;3.48;4.76;4.49;2.59;2.29;18.04;7.68;2.9;3.67;3.11;2.95;8.71;4.11
NO2;uur;µg/m³;2024-05-11T18:00:00+01:00;2024-05-11T19:00:00+01:00;5.82;4.39;5.05;12.25;6.09;5.01;3.75;9.43;9.13;7.63;5.41;6.18;4.52;5.9;6.09;19.24;6.31;8.22;9.13;5.24;5.74;14.77;3.72;14.94;29.27;4.39;8.11;15.59;3.35;8.63;7.55;5.92;5.24;5.25;3.4;2.31;23.96;9.51;3.84;3.82;3.38;5.13;11.71;4.9
NO2;uur;µg/m³;2024-05-11T19:00:00+01:00;2024-05-11T20:00:00+01:00;7.35;5.94;6.74;13.59;6.77;6.4;4.29;9.58;10.23;9.95;6.12;8.63;5.34;10.85;6.65;56.61;8.78;13.34;14.07;6.58;8.89;16.97;6.39;16.78;31.28;5.26;16.24;4.23;8.26;9.07;10.9;9.19;7.64;6.95;5.36;3.95;33.31;10.91;5.47;6.55;5.73;6.02;11;3.94
NO2;uur;µg/m³;2024-05-11T20:00:00+01:00;2024-05-11T21:00:00+01:00;9.25;7.91;8.7;16;7.6;8.53;7.33;16.4;13.05;14.7;7.86;8.04;6.34;11.84;8.71;42.77;11.43;19.68;24.08;9.56;11.47;26.07;8.79;23.6;35.24;5.15;19.06;7.45;10.85;8.83;12.8;13.3;13.07;12.29;9.19;6.7;35.56;14.45;6.95;11.46;7.18;6.16;14.46;4.34
NO2;uur;µg/m³;2024-05-11T21:00:00+01:00;2024-05-11T22:00:00+01:00;11.09;8.91;8.89;15.69;9.48;9.08;8.51;14.7;13.1;16.11;8.92;11.37;7.07;8.85;7.93;16.91;13.84;17.61;24.56;13.03;12.03;29.01;10.13;28.55;36.4;5.1;19.74;5.73;10.1;10.24;16.43;10.42;14;14.16;7.47;7.19;26.95;13.33;8.1;7.78;8.62;5.31;12.3;4.53
NO2;uur;µg/m³;2024-05-11T22:00:00+01:00;2024-05-11T23:00:00+01:00;10.6;7.98;9.95;14.5;11.43;9.62;7.02;10.44;12.73;15.53;9.71;13.27;7.81;8.39;7.98;19.5;13.01;15.01;21.67;10.67;17.15;25.9;10.83;36.74;35.6;6.29;22.14;8.37;8.71;8.42;11.95;6.46;10.14;9.52;7.01;7.02;32.09;15.59;9.02;8.64;10.09;5.77;13.13;4.19
NO2;uur;µg/m³;2024-05-11T23:00:00+01:00;2024-05-12T00:00:00+01:00;11.93;7.79;10.43;14.17;9.34;11.97;6.63;8.9;11.08;14.4;8.07;12.73;7.28;7.42;8.59;19.3;9.78;12.9;20.22;9;14.39;14.02;9.26;22.11;23.52;5.4;22.27;6.98;6.06;7.81;10.68;5.9;8.92;10.87;7.17;8.08;33.91;18.65;10.18;8.45;11.82;6.18;18.02;4.3
NO2;uur;µg/m³;2024-05-12T00:00:00+01:00;2024-05-12T01:00:00+01:00;28.07;7.14;14.79;13.76;11.49;10.34;6.68;9;10.37;16.17;8.77;11.55;9;8.3;10.48;16.94;14.89;;13.28;11.29;;12.11;7.69;;21.84;4.81;18.43;6.67;6.44;7.34;9.15;9.42;8.55;9.13;8;6.38;27.9;17.74;10.43;5.88;13.34;6.95;9.32;7.82
NO2;uur;µg/m³;2024-05-12T01:00:00+01:00;2024-05-12T02:00:00+01:00;9.81;7.26;9.4;14.34;11.06;10.2;6.92;8.42;10.51;11.64;5.51;10.51;10.46;5.92;8.18;18.29;13.29;7.93;13.89;8.73;;9.63;5.9;9.21;18.6;4.63;11.87;5.63;6.32;7.64;8.2;6.38;7.28;7.33;7.74;5.83;19.19;10.53;8.03;5.99;8.78;6.43;7.12;5.46
NO2;uur;µg/m³;2024-05-12T02:00:00+01:00;2024-05-12T03:00:00+01:00;8.5;8.36;7.92;15.19;11.08;19.27;7.22;10.67;12.52;11.95;6.52;10.24;11.04;5.67;7.41;17.85;10.02;6.47;15.3;7.31;6.52;8.5;6.43;7.85;11.86;4.51;14.61;5.13;5;6.5;8.16;7.59;6.16;6.48;7.29;5.27;24.36;17.22;5.65;6.59;7.53;5.36;6.61;4.84
NO2;uur;µg/m³;2024-05-12T03:00:00+01:00;2024-05-12T04:00:00+01:00;8.19;10.2;9.8;13.47;10.81;20.04;7.54;12.73;14.54;12.78;9.43;10.8;13.86;6.76;10.09;22;10.48;5.93;16.99;9.55;5.99;8.2;7.02;7.39;12.96;4.97;13.37;4.68;4.78;6.28;6.74;5.96;6.18;7.15;6.94;5.06;25.62;19.93;5.37;6.38;7.21;4.58;5.8;4.34
NO2;uur;µg/m³;2024-05-12T04:00:00+01:00;2024-05-12T05:00:00+01:00;14.56;11.2;10.89;13.65;10.45;13.62;8.27;13.68;15.55;11.6;9.78;9.11;15.33;7.33;10.67;20.39;12.6;6.74;13.57;9.49;5.62;7.68;6.38;7.99;12.93;5.37;11.91;4.02;5.48;6.24;5.77;5.21;6.25;8.07;6.61;4.91;23.53;21.46;5.15;5.59;7.89;4.39;5.48;4.6
NO2;uur;µg/m³;2024-05-12T05:00:00+01:00;2024-05-12T06:00:00+01:00;15.89;11.23;7.33;26.98;10.93;14.18;9.29;14;15.25;13.41;12.21;8.72;16.78;7.7;11.78;24.14;14.16;8.58;15.28;11.92;6.77;8.54;6.6;10.36;14.35;5.35;11.55;4.17;5.99;6.09;5.89;6.6;6.34;6.55;6.86;4.59;18.09;10.05;4.97;5.58;7.32;4.33;5.63;5.59
NO2;uur;µg/m³;2024-05-12T06:00:00+01:00;2024-05-12T07:00:00+01:00;;16.6;8.03;11.26;;12.48;;;;;11.89;;13.79;;12.08;25.12;12.86;10.58;11.78;12.57;6.75;8.92;7.99;14.13;;;;;5.55;6.14;;6.04;6.32;6.94;;;;;5.69;5.45;5.85;4.27;5.89;5.12
NO2;uur;µg/m³;2024-05-12T07:00:00+01:00;2024-05-12T08:00:00+01:00;10.85;17.52;7.95;13.21;8.13;11.32;10.65;11.98;11.87;11.83;8.37;9.33;10.85;10.29;9.95;20.63;7.89;12.98;10.16;12.36;5.38;9.85;8.19;15.59;;4.28;12.43;2.85;4.78;6.21;7.05;5.04;5.11;7.8;;3.69;12.73;12.49;4.37;4.36;4.77;3.43;4.81;3.59
NO2;uur;µg/m³;2024-05-12T08:00:00+01:00;2024-05-12T09:00:00+01:00;12.45;14.2;9.22;14.99;11.43;9.25;9.48;10.77;9.27;11.04;7.21;8.15;7.83;8.87;9.54;12.74;8.24;12.94;8.85;7.94;5.53;8.97;6.98;15.49;16.28;4.06;10.96;2.43;4.34;5.34;6.65;3.7;4.94;5.27;4.45;2.96;12.68;10.15;4.1;3.66;4.2;2.82;5.14;3.43
NO2;uur;µg/m³;2024-05-12T09:00:00+01:00;2024-05-12T10:00:00+01:00;8.57;11.69;9.85;14.01;10.32;8.74;7.78;11.01;9.64;10.06;6.41;7.51;7.03;8.24;9.29;8.9;8.11;11.61;10.31;7.67;4.44;8.55;6.11;12.9;19.32;3.61;11.03;1.99;4.33;6.3;8.61;3.55;4.86;4.85;3.93;2.34;12.59;8.37;3.61;3.1;3.42;2.8;5.32;3.49
NO2;uur;µg/m³;2024-05-12T10:00:00+01:00;2024-05-12T11:00:00+01:00;10.38;11.33;8.45;12.9;6.96;9.43;5.66;10.01;9.63;11.79;6.5;6.19;7.15;7.5;8.02;8.26;6.86;10.36;9.7;7.94;6.49;11.04;5.39;9.86;23.61;2.92;9.85;1.66;3.87;6.27;7.22;3.15;4.04;5.22;3.1;2.31;14.47;7.11;3.15;3.05;2.76;2.43;4.85;3.15
NO2;uur;µg/m³;2024-05-12T11:00:00+01:00;2024-05-12T12:00:00+01:00;9.78;12.19;6.47;10.67;6.05;6.71;4.57;9.73;9.47;12.08;5.94;5.88;6.03;5.79;7.35;9.87;5.68;11.38;9.5;7.59;6.62;7.69;4.58;11.33;21.2;2.73;10.03;1.6;3.01;5.66;9.96;3.26;4.34;4.66;2.03;1.83;16.34;6.07;2.94;2.76;2.64;2.01;5.34;2.86
NO2;uur;µg/m³;2024-05-12T12:00:00+01:00;2024-05-12T13:00:00+01:00;8.57;11.74;5.69;12.91;5.15;6.59;3.43;8.8;8.01;11.81;4.26;4.86;5.06;4.61;7.53;9.44;4.44;8.87;7.02;5.05;4.84;8.24;3.7;9.87;25.57;2.7;10.95;1.54;2.5;6.72;10.11;2.93;4.03;3.91;2.15;1.33;18.66;5.73;3.05;2.61;2.6;2.61;5.88;3.05
NO2;uur;µg/m³;2024-05-12T13:00:00+01:00;2024-05-12T14:00:00+01:00;8.42;4.59;5.34;10.45;4.33;6.01;2.98;7.38;5.82;12.6;4.16;4.28;3.61;5.53;5.87;3.81;4.95;8.36;6.41;4.39;3.55;8.48;3.14;10.6;20.99;2.71;9.76;1.57;1.76;6.86;11.46;2.52;3.67;3.51;1.99;1.37;12.17;4.45;2.42;2.4;2.41;2.6;5.63;2.58
NO2;uur;µg/m³;2024-05-12T14:00:00+01:00;2024-05-12T15:00:00+01:00;7.2;3.13;5.14;9.63;3.61;4.74;2.59;6.91;5.3;12.35;4.2;4.08;3.65;4.36;4.99;2.86;4.87;8.84;6.02;4.2;3.42;9.73;4.21;12.01;20.97;2.64;10.62;1.63;2.65;8.39;10.5;2.95;4.43;3.96;2.36;1.45;14.35;4.6;2.52;2.5;2.49;2.41;5.76;2.22
NO2;uur;µg/m³;2024-05-12T15:00:00+01:00;2024-05-12T16:00:00+01:00;7.25;3.26;5.35;10.58;4.74;5.37;2.86;8.55;6.23;14.35;4.06;4.03;3.4;3.76;11.46;3.3;5.22;10;6.07;4.18;3.36;10.51;3.8;12.06;22.99;2.48;8.63;1.78;2.75;10.77;11.6;3.32;4.99;4.47;2.91;1.82;13.09;4.99;2.76;2.55;2.67;2.57;8.34;2.32
NO2;uur;µg/m³;2024-05-12T16:00:00+01:00;2024-05-12T17:00:00+01:00;8.07;3.29;5.97;12.35;5.4;5.06;2.99;8.4;5.77;15.83;4.24;4.36;3.89;3.84;6.35;2.36;7.08;8.72;5.81;3.74;4;10.58;4.58;12.86;24;2.62;9.86;1.81;3.59;10.63;16.55;4.58;6.09;5.22;3.17;2.66;15.47;5.65;3.26;2.72;2.71;2.78;7.32;2.26
NO2;uur;µg/m³;2024-05-12T17:00:00+01:00;2024-05-12T18:00:00+01:00;9.66;3.63;5.66;10.77;6.73;5.96;3.72;8.43;6.92;13.09;4.63;4.33;4.31;4.33;7.88;3.18;6.64;10.92;5.1;3.75;4.77;10.86;4.16;15.97;28.47;3.12;11.66;2.22;4.11;10.87;15.3;5.77;6.58;4.56;3.27;2.89;11.59;5.96;2.89;2.88;2.67;3.02;5.66;2.31
NO2;uur;µg/m³;2024-05-12T18:00:00+01:00;2024-05-12T19:00:00+01:00;11.68;4.86;5;11.08;6.21;6.01;5.36;9.45;7.43;17.67;5.37;6.96;5.02;5.84;10.19;2.99;9.31;12.16;8.58;4.86;5.35;14.9;4.92;19.74;30.12;3.51;13.24;2.75;4.28;13.08;13.29;5.64;7.25;6.13;3.67;2.55;18.76;6.68;3.24;2.88;3.1;3.38;5.78;2.73
NO2;uur;µg/m³;2024-05-12T19:00:00+01:00;2024-05-12T20:00:00+01:00;20.2;6.59;6.59;14.15;8.82;7.75;9.46;10.28;8.83;23.55;7.68;10.02;7.48;8.94;11.68;3.39;15.15;18.28;13.43;5.92;6.99;21.34;8.32;33.61;38.49;3.74;14.61;2.57;4.91;15.54;19.35;5.77;8.97;7.39;4.73;2.7;26.99;11.25;4.34;3.49;4.08;4.02;8.25;3.3
NO2;uur;µg/m³;2024-05-12T20:00:00+01:00;2024-05-12T21:00:00+01:00;34.11;9.38;9.34;24.05;12.67;14.82;14.83;12.82;11.76;28.74;10.28;11.05;9.07;11.28;4.45;5.93;22.29;29.63;17.36;7.12;8.58;22.89;20.48;47.67;50.17;4.3;17.67;3.4;5.99;15.54;17.44;6.42;7.96;17.54;6.38;3.05;36.66;20.07;4.67;4.06;5.28;4.73;8.36;3.86
NO2;uur;µg/m³;2024-05-12T21:00:00+01:00;2024-05-12T22:00:00+01:00;9.79;11.82;12.97;15.83;9.02;12.56;8.17;13.68;15.75;51.04;8.64;10.87;10.6;14.48;7.73;10.1;19.89;19.27;19.58;9.24;8.71;23.15;19.45;41.42;40.93;5.12;10.24;3.39;5.9;11.51;13.37;6.51;6.73;14.15;6.74;4.74;32.77;19.69;5.46;4.77;5.44;4.63;7.58;4.84
NO2;uur;µg/m³;2024-05-12T22:00:00+01:00;2024-05-12T23:00:00+01:00;10.03;12.72;10.49;8.27;6.61;8.61;6.41;12.35;10.87;19.83;9.09;8.42;7.1;13.99;15.56;8.99;18.86;21.77;16.56;9.32;6.81;23.6;12.94;45.31;41.18;5.37;8.18;3.29;5.96;7.51;8.69;4.65;6.34;12.46;6.51;5.05;20.3;10.18;6.91;5.06;6.08;5.19;6.42;4.77
NO2;uur;µg/m³;2024-05-12T23:00:00+01:00;2024-05-13T00:00:00+01:00;7.87;11.44;9.39;16.58;6.79;5.08;3.82;6.09;6.43;12.98;3.23;4.42;4.16;15.78;10.26;9.18;22.2;11.33;9.74;6.31;4.49;20.6;15.71;22.31;29.75;5.01;7.21;4.01;7.32;9.31;8.02;4.52;7.12;18.11;;5.44;15.27;9.83;6.97;5.17;6.88;4.87;7.76;5.03
NO2;uur;µg/m³;2024-05-13T00:00:00+01:00;2024-05-13T01:00:00+01:00;16.79;9.55;7.77;13.1;9.85;10.44;5.87;6.86;7.8;11.82;5.16;5.36;5.59;7.99;9.35;13.8;20.62;;16.67;6.53;7.82;17.12;14.09;22.51;22.24;5.29;15.48;4.99;11.62;12.07;15.24;13.03;9.36;10.39;;4.9;15.66;12.18;7.45;5.34;8.1;5.56;7.5;5.67
NO2;uur;µg/m³;2024-05-13T01:00:00+01:00;2024-05-13T02:00:00+01:00;16.89;10.88;12.18;11.66;8.58;15.05;19.77;7.17;4.77;9.35;5.39;6.02;3.85;13.47;12.86;10.87;19.16;;9.21;8.45;8.06;16.86;17.09;18.6;17.97;5.64;15.36;4.25;10.3;11.05;13.41;16.28;9.7;7.51;7.18;6.83;14.46;11.38;6.76;4.61;7.7;5.67;6.66;5.57
NO2;uur;µg/m³;2024-05-13T02:00:00+01:00;2024-05-13T03:00:00+01:00;27.87;9.08;8.26;13.25;8.29;7.56;20.83;5.9;3.7;12.41;4.09;14.96;3.79;13.94;10.48;11.41;22.6;;14.28;5.71;8.87;19.5;16.67;30.08;20.97;6.51;10.45;4.61;9.38;10.9;13.48;15.81;10.47;7.1;6.43;8.41;10.97;11.53;6.59;4.63;7.74;5.5;7.21;5.87
NO2;uur;µg/m³;2024-05-13T03:00:00+01:00;2024-05-13T04:00:00+01:00;27.58;8.96;5.5;10.41;8.36;14.05;23.75;6.77;6.42;15.29;5.08;18.66;5.59;24.13;9.52;10.13;28.18;;10.64;9.1;8.43;22.5;16.98;19.7;24.64;5.92;7.86;5.89;8.46;9.67;12.42;13.95;9.82;10.13;6.71;9.01;10.1;10.51;6.09;4.63;8.72;5.89;8.48;6.14
NO2;uur;µg/m³;2024-05-13T04:00:00+01:00;2024-05-13T05:00:00+01:00;35.3;10.93;4.83;14.13;5.94;18.49;20.2;11.37;10.51;28.36;6.99;15.51;8.57;24.27;14.38;6.89;23.35;;16.52;12.18;7.55;20.69;21.04;26.08;41;6.09;9.67;6.95;8.96;14.62;17.4;13.16;12;8.59;7.89;19.98;21.02;12.71;6.55;5.82;9.3;6.7;9.89;6.96
NO2;uur;µg/m³;2024-05-13T05:00:00+01:00;2024-05-13T06:00:00+01:00;28.56;21.75;5.33;22.7;6.74;20.41;15.36;13.71;19.64;38.13;11.25;21.84;11.19;23.81;18.38;6.71;24.68;;24.41;11.85;10.18;27.11;28.68;37.19;45.52;7.71;14.44;10.03;11.47;20.33;36.8;12.72;14.97;12.07;8.85;17.14;17.6;13.59;8.73;7.55;10.24;8.27;16.87;8.42
NO2;uur;µg/m³;2024-05-13T06:00:00+01:00;2024-05-13T07:00:00+01:00;17.04;17.15;6.72;28.99;7.67;12.99;17.18;15.28;23.31;38.97;12.01;13.14;13.12;15.01;16.29;6.74;32.2;;19.29;12.68;14.94;29.44;29.87;37.86;45.06;16.85;21.43;10.06;13.7;25.35;35.62;17.86;18.35;13.1;8.5;20.38;25.09;18.23;9.48;10.2;10.58;10.13;23.69;11.18
NO2;uur;µg/m³;2024-05-13T07:00:00+01:00;2024-05-13T08:00:00+01:00;5.5;10.06;5.78;23.4;7.44;8.12;23.3;11.19;18.71;27.68;8.93;16.19;8.28;12.7;16.43;6.07;28.68;;15.34;12.49;16.3;27.96;26.34;26.8;43.49;13;21.56;9.2;11.62;26.56;29.85;16.97;15.84;10.81;10.69;11.39;22.55;19.43;10.26;11.53;9.86;8.63;23.12;10.84
NO2;uur;µg/m³;2024-05-13T08:00:00+01:00;2024-05-13T09:00:00+01:00;8.38;6.42;4.03;12.11;4.09;5.05;28.04;8.89;11.24;26.62;7.04;13.13;5.41;10.93;19.04;9.49;25.4;;15.1;11.2;15.57;24.93;22.19;17.79;36.52;10.82;19.19;5.53;11.34;23.03;23.18;13.12;13.5;9.46;14.72;7.01;17.53;14.87;9.7;11.38;8.84;8.14;17.38;7.49
NO2;uur;µg/m³;2024-05-13T09:00:00+01:00;2024-05-13T10:00:00+01:00;5.21;4.41;3.35;11.33;3.63;4.52;24.74;7.11;8.65;22.09;6.67;8.81;3.93;6.53;13.08;9.31;23.16;;13.05;7.25;13.6;21.88;17.53;21.38;39.81;8.57;13.24;2.64;8.41;13.99;16.14;11.66;8.95;6.45;12.08;6.15;13.05;9.51;7.1;7.66;8.12;7.62;20.73;7.27
NO2;uur;µg/m³;2024-05-13T10:00:00+01:00;2024-05-13T11:00:00+01:00;4.09;2.42;4.39;10.95;4.17;5.42;16.49;6.72;7.71;16.68;4.31;6.97;2.99;2.92;10.36;9.1;22.21;;14.92;7.3;12.59;26.59;17.82;20.06;34.7;7.16;13.47;2.29;5.57;11.69;12.07;9.08;6.14;3.75;9.02;3.88;9.43;6.28;7.63;4.38;8.74;7.04;19.41;6.81
NO2;uur;µg/m³;2024-05-13T11:00:00+01:00;2024-05-13T12:00:00+01:00;3.73;2.17;4.31;14.21;4.12;3.93;10.69;5.83;8.28;19.17;3.88;13.19;3.03;1.74;8.63;7.12;26.62;;11.62;4.34;8.2;24.78;14.72;15.03;39.89;6.31;14.68;2.02;3.4;11.33;13.34;9.94;4.91;3.02;6.41;3.1;7.26;5.41;5.71;3.91;6.64;5.81;16.37;4.78
