Component,Einddatumtijd,NL10643
O3,2023-07-10T09:00:00+01:00,54.21
O3,2023-07-10T10:00:00+01:00,65.94
O3,2023-07-10T11:00:00+01:00,71.72
O3,2023-07-10T12:00:00+01:00,76.96
O3,2023-07-10T13:00:00+01:00,80.9
O3,2023-07-10T14:00:00+01:00,87.23
O3,2023-07-10T15:00:00+01:00,91.32
O3,2023-07-10T16:00:00+01:00,96.36
O3,2023-07-10T17:00:00+01:00,98.79
O3,2023-07-10T18:00:00+01:00,92.14
O3,2023-07-10T19:00:00+01:00,96.7
O3,2023-07-10T20:00:00+01:00,94.19
O3,2023-07-10T21:00:00+01:00,85.54
O3,2023-07-10T22:00:00+01:00,70.05
O3,2023-07-10T23:00:00+01:00,60.2
O3,2023-07-11T00:00:00+01:00,59.98
O3,2023-07-11T01:00:00+01:00,60.99
O3,2023-07-11T02:00:00+01:00,53.21
O3,2023-07-11T03:00:00+01:00,
O3,2023-07-11T04:00:00+01:00,49.8
O3,2023-07-11T05:00:00+01:00,38.54
O3,2023-07-11T06:00:00+01:00,33.98
O3,2023-07-11T07:00:00+01:00,29.93
O3,2023-07-11T08:00:00+01:00,46.97
O3,2023-07-11T09:00:00+01:00,67.69
O3,2023-07-11T10:00:00+01:00,80.3
O3,2023-07-11T11:00:00+01:00,86.2
O3,2023-07-11T12:00:00+01:00,92.43
O3,2023-07-11T13:00:00+01:00,100.53
O3,2023-07-11T14:00:00+01:00,113.25
O3,2023-07-11T15:00:00+01:00,119.04
O3,2023-07-11T16:00:00+01:00,109.86
O3,2023-07-11T17:00:00+01:00,93.54
O3,2023-07-11T18:00:00+01:00,67.97
O3,2023-07-11T19:00:00+01:00,56.0
O3,2023-07-11T20:00:00+01:00,48.47
O3,2023-07-11T21:00:00+01:00,37.92
O3,2023-07-11T22:00:00+01:00,35.59
O3,2023-07-11T23:00:00+01:00,38.3
O3,2023-07-12T00:00:00+01:00,42.5
O3,2023-07-12T01:00:00+01:00,54.44
O3,2023-07-12T02:00:00+01:00,56.52
O3,2023-07-12T03:00:00+01:00,47.51
O3,2023-07-12T04:00:00+01:00,49.75
O3,2023-07-12T05:00:00+01:00,42.45
O3,2023-07-12T06:00:00+01:00,39.2
O3,2023-07-12T07:00:00+01:00,39.39
O3,2023-07-12T08:00:00+01:00,39.62
O3,2023-07-12T09:00:00+01:00,42.61
O3,2023-07-12T10:00:00+01:00,47.64
O3,2023-07-12T11:00:00+01:00,53.32
O3,2023-07-12T12:00:00+01:00,61.97
O3,2023-07-12T13:00:00+01:00,66.02
O3,2023-07-12T14:00:00+01:00,71.71
O3,2023-07-12T15:00:00+01:00,74.88
O3,2023-07-12T16:00:00+01:00,76.24
O3,2023-07-12T17:00:00+01:00,77.02
O3,2023-07-12T18:00:00+01:00,75.03
O3,2023-07-12T19:00:00+01:00,72.39
O3,2023-07-12T20:00:00+01:00,68.64
O3,2023-07-12T21:00:00+01:00,63.84
O3,2023-07-12T22:00:00+01:00,58.72
O3,2023-07-12T23:00:00+01:00,53.45
O3,2023-07-13T00:00:00+01:00,60.74
O3,2023-07-13T01:00:00+01:00,59.53
O3,2023-07-13T02:00:00+01:00,53.48
O3,2023-07-13T03:00:00+01:00,48.39
O3,2023-07-13T04:00:00+01:00,46.29
O3,2023-07-13T05:00:00+01:00,47.19
O3,2023-07-13T06:00:00+01:00,36.93
O3,2023-07-13T07:00:00+01:00,34.69
O3,2023-07-13T08:00:00+01:00,34.29
O3,2023-07-13T09:00:00+01:00,41.05
O3,2023-07-13T10:00:00+01:00,54.56
O3,2023-07-13T11:00:00+01:00,61.6
O3,2023-07-13T12:00:00+01:00,65.06
O3,2023-07-13T13:00:00+01:00,73.43
O3,2023-07-13T14:00:00+01:00,81.87
O3,2023-07-13T15:00:00+01:00,87.4
O3,2023-07-13T16:00:00+01:00,87.06
O3,2023-07-13T17:00:00+01:00,86.52
O3,2023-07-13T18:00:00+01:00,86.81
O3,2023-07-13T19:00:00+01:00,85.52
O3,2023-07-13T20:00:00+01:00,80.4
O3,2023-07-13T21:00:00+01:00,73.87
O3,2023-07-13T22:00:00+01:00,66.12
O3,2023-07-13T23:00:00+01:00,65.43
O3,2023-07-14T00:00:00+01:00,56.59
O3,2023-07-14T01:00:00+01:00,42.66
O3,2023-07-14T02:00:00+01:00,49.47
O3,2023-07-14T03:00:00+01:00,38.8
O3,2023-07-14T04:00:00+01:00,42.97
O3,2023-07-14T05:00:00+01:00,41.96
O3,2023-07-14T06:00:00+01:00,42.26
O3,2023-07-14T07:00:00+01:00,44.42
O3,2023-07-14T08:00:00+01:00,50.91
O3,2023-07-14T09:00:00+01:00,55.88
O3,2023-07-14T10:00:00+01:00,61.7
O3,2023-07-14T11:00:00+01:00,60.43
O3,2023-07-14T12:00:00+01:00,63.57
O3,2023-07-14T13:00:00+01:00,70.47
O3,2023-07-14T14:00:00+01:00,80.05
O3,2023-07-14T15:00:00+01:00,84.52
O3,2023-07-14T16:00:00+01:00,88.68
O3,2023-07-14T17:00:00+01:00,94.88
O3,2023-07-14T18:00:00+01:00,93.46
O3,2023-07-14T19:00:00+01:00,86.37
O3,2023-07-14T20:00:00+01:00,79.99
O3,2023-07-14T21:00:00+01:00,80.24
O3,2023-07-14T22:00:00+01:00,80.35
O3,2023-07-14T23:00:00+01:00,80.78
O3,2023-07-15T00:00:00+01:00,81.6
O3,2023-07-15T01:00:00+01:00,74.76
O3,2023-07-15T02:00:00+01:00,70.46
O3,2023-07-15T03:00:00+01:00,
O3,2023-07-15T04:00:00+01:00,54.79
O3,2023-07-15T05:00:00+01:00,47.43
O3,2023-07-15T06:00:00+01:00,47.6
O3,2023-07-15T07:00:00+01:00,42.32
O3,2023-07-15T08:00:00+01:00,44.51
O3,2023-07-15T09:00:00+01:00,48.71
O3,2023-07-15T10:00:00+01:00,52.12
O3,2023-07-15T11:00:00+01:00,54.89
O3,2023-07-15T12:00:00+01:00,53.18
O3,2023-07-15T13:00:00+01:00,62.85
O3,2023-07-15T14:00:00+01:00,69.35
O3,2023-07-15T15:00:00+01:00,65.0
O3,2023-07-15T16:00:00+01:00,72.82
O3,2023-07-15T17:00:00+01:00,59.08
O3,2023-07-15T18:00:00+01:00,55.83
O3,2023-07-15T19:00:00+01:00,59.92
O3,2023-07-15T20:00:00+01:00,60.64
O3,2023-07-15T21:00:00+01:00,57.91
O3,2023-07-15T22:00:00+01:00,65.97
O3,2023-07-15T23:00:00+01:00,62.68
O3,2023-07-16T00:00:00+01:00,59.17
O3,2023-07-16T01:00:00+01:00,55.87
O3,2023-07-16T02:00:00+01:00,56.83
O3,2023-07-16T03:00:00+01:00,55.96
O3,2023-07-16T04:00:00+01:00,53.49
O3,2023-07-16T05:00:00+01:00,51.26
O3,2023-07-16T06:00:00+01:00,50.95
O3,2023-07-16T07:00:00+01:00,51.43
O3,2023-07-16T08:00:00+01:00,53.71
O3,2023-07-16T09:00:00+01:00,54.87
O3,2023-07-16T10:00:00+01:00,54.97
O3,2023-07-16T11:00:00+01:00,56.73
O3,2023-07-16T12:00:00+01:00,58.09
O3,2023-07-16T13:00:00+01:00,60.77
O3,2023-07-16T14:00:00+01:00,67.63
O3,2023-07-16T15:00:00+01:00,69.13
O3,2023-07-16T16:00:00+01:00,68.5
O3,2023-07-16T17:00:00+01:00,68.19
O3,2023-07-16T18:00:00+01:00,69.86
O3,2023-07-16T19:00:00+01:00,71.92
O3,2023-07-16T20:00:00+01:00,66.94
O3,2023-07-16T21:00:00+01:00,58.5
O3,2023-07-16T22:00:00+01:00,50.1
O3,2023-07-16T23:00:00+01:00,41.99
O3,2023-07-17T00:00:00+01:00,43.55
O3,2023-07-17T01:00:00+01:00,52.42
O3,2023-07-17T02:00:00+01:00,55.09
O3,2023-07-17T03:00:00+01:00,50.83
O3,2023-07-17T04:00:00+01:00,50.86
O3,2023-07-17T05:00:00+01:00,49.51
O3,2023-07-17T06:00:00+01:00,46.25
O3,2023-07-17T07:00:00+01:00,41.61
O3,2023-07-17T08:00:00+01:00,43.55
O3,2023-07-17T09:00:00+01:00,48.1
O3,2023-07-17T10:00:00+01:00,53.83
O3,2023-07-17T11:00:00+01:00,58.11
O3,2023-07-17T12:00:00+01:00,55.81
O3,2023-07-17T13:00:00+01:00,60.69
O3,2023-07-17T14:00:00+01:00,66.28
O3,2023-07-17T15:00:00+01:00,60.8
O3,2023-07-17T16:00:00+01:00,64.15
O3,2023-07-17T17:00:00+01:00,61.47
O3,2023-07-17T18:00:00+01:00,69.87
O3,2023-07-17T19:00:00+01:00,80.44
O3,2023-07-17T20:00:00+01:00,74.72
O3,2023-07-17T21:00:00+01:00,67.27
O3,2023-07-17T22:00:00+01:00,61.6
O3,2023-07-17T23:00:00+01:00,53.69
O3,2023-07-18T00:00:00+01:00,51.33
O3,2023-07-18T01:00:00+01:00,47.22
O3,2023-07-18T02:00:00+01:00,42.73
O3,2023-07-18T03:00:00+01:00,38.46
O3,2023-07-18T04:00:00+01:00,28.07
O3,2023-07-18T05:00:00+01:00,20.89
O3,2023-07-18T06:00:00+01:00,23.6
O3,2023-07-18T07:00:00+01:00,27.05
O3,2023-07-18T08:00:00+01:00,32.85
O3,2023-07-18T09:00:00+01:00,41.28
O3,2023-07-18T10:00:00+01:00,48.97
O3,2023-07-18T11:00:00+01:00,55.26
O3,2023-07-18T12:00:00+01:00,66.27
O3,2023-07-18T13:00:00+01:00,78.88
O3,2023-07-18T14:00:00+01:00,86.02
O3,2023-07-18T15:00:00+01:00,88.94
O3,2023-07-18T16:00:00+01:00,93.61
O3,2023-07-18T17:00:00+01:00,95.1
O3,2023-07-18T18:00:00+01:00,90.98
O3,2023-07-18T19:00:00+01:00,82.22
O3,2023-07-18T20:00:00+01:00,71.75
O3,2023-07-18T21:00:00+01:00,62.87
O3,2023-07-18T22:00:00+01:00,49.14
O3,2023-07-18T23:00:00+01:00,40.3
O3,2023-07-19T00:00:00+01:00,33.21
O3,2023-07-19T01:00:00+01:00,30.01
O3,2023-07-19T02:00:00+01:00,25.44
O3,2023-07-19T03:00:00+01:00,
O3,2023-07-19T04:00:00+01:00,30.6
O3,2023-07-19T05:00:00+01:00,20.97
O3,2023-07-19T06:00:00+01:00,16.06
O3,2023-07-19T07:00:00+01:00,22.43
O3,2023-07-19T08:00:00+01:00,41.05
O3,2023-07-19T09:00:00+01:00,55.03
O3,2023-07-19T10:00:00+01:00,53.94
O3,2023-07-19T11:00:00+01:00,62.83
O3,2023-07-19T12:00:00+01:00,63.16
O3,2023-07-19T13:00:00+01:00,75.31
O3,2023-07-19T14:00:00+01:00,83.24
O3,2023-07-19T15:00:00+01:00,84.64
O3,2023-07-19T16:00:00+01:00,84.58
O3,2023-07-19T17:00:00+01:00,84.86
O3,2023-07-19T18:00:00+01:00,84.64
O3,2023-07-19T19:00:00+01:00,85.09
O3,2023-07-19T20:00:00+01:00,85.37
O3,2023-07-19T21:00:00+01:00,82.41
O3,2023-07-19T22:00:00+01:00,80.61
O3,2023-07-19T23:00:00+01:00,77.82
O3,2023-07-20T00:00:00+01:00,71.6
O3,2023-07-20T01:00:00+01:00,65.63
O3,2023-07-20T02:00:00+01:00,60.63
O3,2023-07-20T03:00:00+01:00,55.5
O3,2023-07-20T04:00:00+01:00,45.64
O3,2023-07-20T05:00:00+01:00,33.45
O3,2023-07-20T06:00:00+01:00,23.29
O3,2023-07-20T07:00:00+01:00,34.89
O3,2023-07-20T08:00:00+01:00,48.35
O3,2023-07-20T09:00:00+01:00,55.6
O3,2023-07-20T10:00:00+01:00,58.38
O3,2023-07-20T11:00:00+01:00,61.31
O3,2023-07-20T12:00:00+01:00,62.82
O3,2023-07-20T13:00:00+01:00,70.12
O3,2023-07-20T14:00:00+01:00,76.25
O3,2023-07-20T15:00:00+01:00,79.04
O3,2023-07-20T16:00:00+01:00,79.14
O3,2023-07-20T17:00:00+01:00,79.07
O3,2023-07-20T18:00:00+01:00,74.08
O3,2023-07-20T19:00:00+01:00,71.76
O3,2023-07-20T20:00:00+01:00,72.11
O3,2023-07-20T21:00:00+01:00,69.06
O3,2023-07-20T22:00:00+01:00,59.81
O3,2023-07-20T23:00:00+01:00,56.38
O3,2023-07-21T00:00:00+01:00,57.59
O3,2023-07-21T01:00:00+01:00,56.54
O3,2023-07-21T02:00:00+01:00,46.33
O3,2023-07-21T03:00:00+01:00,36.18
O3,2023-07-21T04:00:00+01:00,29.87
O3,2023-07-21T05:00:00+01:00,34.71
O3,2023-07-21T06:00:00+01:00,23.61
O3,2023-07-21T07:00:00+01:00,32.35
O3,2023-07-21T08:00:00+01:00,50.84
O3,2023-07-21T09:00:00+01:00,53.8
O3,2023-07-21T10:00:00+01:00,62.73
O3,2023-07-21T11:00:00+01:00,71.31
O3,2023-07-21T12:00:00+01:00,72.88
O3,2023-07-21T13:00:00+01:00,57.48
O3,2023-07-21T14:00:00+01:00,56.86
O3,2023-07-21T15:00:00+01:00,65.98
O3,2023-07-21T16:00:00+01:00,80.31
O3,2023-07-21T17:00:00+01:00,76.47
O3,2023-07-21T18:00:00+01:00,71.86
O3,2023-07-21T19:00:00+01:00,74.87
O3,2023-07-21T20:00:00+01:00,73.61
O3,2023-07-21T21:00:00+01:00,66.1
O3,2023-07-21T22:00:00+01:00,54.0
O3,2023-07-21T23:00:00+01:00,44.06
O3,2023-07-22T00:00:00+01:00,42.22
O3,2023-07-22T01:00:00+01:00,36.53
O3,2023-07-22T02:00:00+01:00,32.66
O3,2023-07-22T03:00:00+01:00,29.65
O3,2023-07-22T04:00:00+01:00,22.29
O3,2023-07-22T05:00:00+01:00,27.43
O3,2023-07-22T06:00:00+01:00,33.52
O3,2023-07-22T07:00:00+01:00,27.43
O3,2023-07-22T08:00:00+01:00,29.5
O3,2023-07-22T09:00:00+01:00,34.49
O3,2023-07-22T10:00:00+01:00,40.89
O3,2023-07-22T11:00:00+01:00,48.47
O3,2023-07-22T12:00:00+01:00,55.9
O3,2023-07-22T13:00:00+01:00,46.81
O3,2023-07-22T14:00:00+01:00,49.26
O3,2023-07-22T15:00:00+01:00,59.8
O3,2023-07-22T16:00:00+01:00,58.47
O3,2023-07-22T17:00:00+01:00,61.56
O3,2023-07-22T18:00:00+01:00,63.17
O3,2023-07-22T19:00:00+01:00,65.76
O3,2023-07-22T20:00:00+01:00,60.68
O3,2023-07-22T21:00:00+01:00,54.61
O3,2023-07-22T22:00:00+01:00,52.13
O3,2023-07-22T23:00:00+01:00,50.58
O3,2023-07-23T00:00:00+01:00,44.56
O3,2023-07-23T01:00:00+01:00,47.77
O3,2023-07-23T02:00:00+01:00,41.9
O3,2023-07-23T03:00:00+01:00,
O3,2023-07-23T04:00:00+01:00,31.15
O3,2023-07-23T05:00:00+01:00,30.69
O3,2023-07-23T06:00:00+01:00,31.39
O3,2023-07-23T07:00:00+01:00,35.65
O3,2023-07-23T08:00:00+01:00,41.94
O3,2023-07-23T09:00:00+01:00,44.53
O3,2023-07-23T10:00:00+01:00,45.31
O3,2023-07-23T11:00:00+01:00,43.78
O3,2023-07-23T12:00:00+01:00,41.85
O3,2023-07-23T13:00:00+01:00,42.49
O3,2023-07-23T14:00:00+01:00,46.52
O3,2023-07-23T15:00:00+01:00,66.73
O3,2023-07-23T16:00:00+01:00,74.75
O3,2023-07-23T17:00:00+01:00,74.28
O3,2023-07-23T18:00:00+01:00,72.34
O3,2023-07-23T19:00:00+01:00,69.47
O3,2023-07-23T20:00:00+01:00,52.33
O3,2023-07-23T21:00:00+01:00,43.29
O3,2023-07-23T22:00:00+01:00,39.33
O3,2023-07-23T23:00:00+01:00,37.61
O3,2023-07-24T00:00:00+01:00,43.66
O3,2023-07-24T01:00:00+01:00,44.15
O3,2023-07-24T02:00:00+01:00,43.89
O3,2023-07-24T03:00:00+01:00,45.52
O3,2023-07-24T04:00:00+01:00,43.01
O3,2023-07-24T05:00:00+01:00,46.14
O3,2023-07-24T06:00:00+01:00,40.13
O3,2023-07-24T07:00:00+01:00,40.04
O3,2023-07-24T08:00:00+01:00,43.89
O3,2023-07-24T09:00:00+01:00,49.15
O3,2023-07-24T10:00:00+01:00,52.47
O3,2023-07-24T11:00:00+01:00,57.17
O3,2023-07-24T12:00:00+01:00,60.94
O3,2023-07-24T13:00:00+01:00,64.89
O3,2023-07-24T14:00:00+01:00,58.7
O3,2023-07-24T15:00:00+01:00,67.24
O3,2023-07-24T16:00:00+01:00,70.77
O3,2023-07-24T17:00:00+01:00,67.8
O3,2023-07-24T18:00:00+01:00,71.01
O3,2023-07-24T19:00:00+01:00,72.9
O3,2023-07-24T20:00:00+01:00,67.44
O3,2023-07-24T21:00:00+01:00,62.02
O3,2023-07-24T22:00:00+01:00,54.42
O3,2023-07-24T23:00:00+01:00,40.95
O3,2023-07-25T00:00:00+01:00,38.36
O3,2023-07-25T01:00:00+01:00,24.58
O3,2023-07-25T02:00:00+01:00,24.9
O3,2023-07-25T03:00:00+01:00,23.82
O3,2023-07-25T04:00:00+01:00,22.26
O3,2023-07-25T05:00:00+01:00,21.18
O3,2023-07-25T06:00:00+01:00,30.26
O3,2023-07-25T07:00:00+01:00,49.15
O3,2023-07-25T08:00:00+01:00,48.22
O3,2023-07-25T09:00:00+01:00,58.01
O3,2023-07-25T10:00:00+01:00,62.52
O3,2023-07-25T11:00:00+01:00,66.3
O3,2023-07-25T12:00:00+01:00,69.37
O3,2023-07-25T13:00:00+01:00,66.07
O3,2023-07-25T14:00:00+01:00,66.41
O3,2023-07-25T15:00:00+01:00,65.51
O3,2023-07-25T16:00:00+01:00,73.81
O3,2023-07-25T17:00:00+01:00,74.41
O3,2023-07-25T18:00:00+01:00,75.65
O3,2023-07-25T19:00:00+01:00,76.95
O3,2023-07-25T20:00:00+01:00,72.75
O3,2023-07-25T21:00:00+01:00,67.64
O3,2023-07-25T22:00:00+01:00,62.42
O3,2023-07-25T23:00:00+01:00,62.96
O3,2023-07-26T00:00:00+01:00,57.19
O3,2023-07-26T01:00:00+01:00,51.49
O3,2023-07-26T02:00:00+01:00,39.0
O3,2023-07-26T03:00:00+01:00,32.9
O3,2023-07-26T04:00:00+01:00,25.01
O3,2023-07-26T05:00:00+01:00,23.96
O3,2023-07-26T06:00:00+01:00,22.47
O3,2023-07-26T07:00:00+01:00,25.96
O3,2023-07-26T08:00:00+01:00,44.03
O3,2023-07-26T09:00:00+01:00,44.2
O3,2023-07-26T10:00:00+01:00,44.6
O3,2023-07-26T11:00:00+01:00,52.2
O3,2023-07-26T12:00:00+01:00,63.38
O3,2023-07-26T13:00:00+01:00,69.28
O3,2023-07-26T14:00:00+01:00,70.74
O3,2023-07-26T15:00:00+01:00,72.37
O3,2023-07-26T16:00:00+01:00,76.54
O3,2023-07-26T17:00:00+01:00,77.45
O3,2023-07-26T18:00:00+01:00,77.67
O3,2023-07-26T19:00:00+01:00,72.92
O3,2023-07-26T20:00:00+01:00,67.13
O3,2023-07-26T21:00:00+01:00,61.79
O3,2023-07-26T22:00:00+01:00,63.01
O3,2023-07-26T23:00:00+01:00,42.92
O3,2023-07-27T00:00:00+01:00,48.24
O3,2023-07-27T01:00:00+01:00,36.37
O3,2023-07-27T02:00:00+01:00,41.73
O3,2023-07-27T03:00:00+01:00,
O3,2023-07-27T04:00:00+01:00,58.39
O3,2023-07-27T05:00:00+01:00,48.27
O3,2023-07-27T06:00:00+01:00,42.91
O3,2023-07-27T07:00:00+01:00,40.83
O3,2023-07-27T08:00:00+01:00,31.33
O3,2023-07-27T09:00:00+01:00,30.94
O3,2023-07-27T10:00:00+01:00,35.19
O3,2023-07-27T11:00:00+01:00,32.35
O3,2023-07-27T12:00:00+01:00,32.14
O3,2023-07-27T13:00:00+01:00,33.67
O3,2023-07-27T14:00:00+01:00,37.15
O3,2023-07-27T15:00:00+01:00,40.06
O3,2023-07-27T16:00:00+01:00,38.37
O3,2023-07-27T17:00:00+01:00,40.57
O3,2023-07-27T18:00:00+01:00,39.87
O3,2023-07-27T19:00:00+01:00,42.41
O3,2023-07-27T20:00:00+01:00,44.14
O3,2023-07-27T21:00:00+01:00,42.94
O3,2023-07-27T22:00:00+01:00,41.44
O3,2023-07-27T23:00:00+01:00,40.95
O3,2023-07-28T00:00:00+01:00,37.16
O3,2023-07-28T01:00:00+01:00,31.53
O3,2023-07-28T02:00:00+01:00,30.75
O3,2023-07-28T03:00:00+01:00,31.29
O3,2023-07-28T04:00:00+01:00,30.99
O3,2023-07-28T05:00:00+01:00,29.72
O3,2023-07-28T06:00:00+01:00,25.44
O3,2023-07-28T07:00:00+01:00,21.93
O3,2023-07-28T08:00:00+01:00,19.46
O3,2023-07-28T09:00:00+01:00,19.98
O3,2023-07-28T10:00:00+01:00,29.43
O3,2023-07-28T11:00:00+01:00,31.41
O3,2023-07-28T12:00:00+01:00,34.84
O3,2023-07-28T13:00:00+01:00,33.73
O3,2023-07-28T14:00:00+01:00,38.47
O3,2023-07-28T15:00:00+01:00,48.43
O3,2023-07-28T16:00:00+01:00,48.89
O3,2023-07-28T17:00:00+01:00,40.98
O3,2023-07-28T18:00:00+01:00,40.59
O3,2023-07-28T19:00:00+01:00,38.68
O3,2023-07-28T20:00:00+01:00,39.84
O3,2023-07-28T21:00:00+01:00,35.8
O3,2023-07-28T22:00:00+01:00,34.34
O3,2023-07-28T23:00:00+01:00,38.9
O3,2023-07-29T00:00:00+01:00,33.32
O3,2023-07-29T01:00:00+01:00,34.53
O3,2023-07-29T02:00:00+01:00,34.52
O3,2023-07-29T03:00:00+01:00,26.51
O3,2023-07-29T04:00:00+01:00,27.82
O3,2023-07-29T05:00:00+01:00,33.81
O3,2023-07-29T06:00:00+01:00,33.18
O3,2023-07-29T07:00:00+01:00,30.63
O3,2023-07-29T08:00:00+01:00,30.85
O3,2023-07-29T09:00:00+01:00,31.5
O3,2023-07-29T10:00:00+01:00,34.07
O3,2023-07-29T11:00:00+01:00,39.53
O3,2023-07-29T12:00:00+01:00,39.16
O3,2023-07-29T13:00:00+01:00,42.64
O3,2023-07-29T14:00:00+01:00,46.97
O3,2023-07-29T15:00:00+01:00,51.83
O3,2023-07-29T16:00:00+01:00,59.93
O3,2023-07-29T17:00:00+01:00,61.19
O3,2023-07-29T18:00:00+01:00,59.74
O3,2023-07-29T19:00:00+01:00,68.79
O3,2023-07-29T20:00:00+01:00,74.92
O3,2023-07-29T21:00:00+01:00,66.48
O3,2023-07-29T22:00:00+01:00,64.82
O3,2023-07-29T23:00:00+01:00,61.91
O3,2023-07-30T00:00:00+01:00,62.38
O3,2023-07-30T01:00:00+01:00,59.44
O3,2023-07-30T02:00:00+01:00,53.73
O3,2023-07-30T03:00:00+01:00,49.1
O3,2023-07-30T04:00:00+01:00,45.12
O3,2023-07-30T05:00:00+01:00,39.97
O3,2023-07-30T06:00:00+01:00,36.73
O3,2023-07-30T07:00:00+01:00,35.53
O3,2023-07-30T08:00:00+01:00,36.97
O3,2023-07-30T09:00:00+01:00,39.91
O3,2023-07-30T10:00:00+01:00,44.78
O3,2023-07-30T11:00:00+01:00,46.89
O3,2023-07-30T12:00:00+01:00,61.36
O3,2023-07-30T13:00:00+01:00,64.47
O3,2023-07-30T14:00:00+01:00,64.86
O3,2023-07-30T15:00:00+01:00,68.55
O3,2023-07-30T16:00:00+01:00,70.79
O3,2023-07-30T17:00:00+01:00,72.47
O3,2023-07-30T18:00:00+01:00,72.76
O3,2023-07-30T19:00:00+01:00,68.08
O3,2023-07-30T20:00:00+01:00,60.23
O3,2023-07-30T21:00:00+01:00,50.38
O3,2023-07-30T22:00:00+01:00,61.94
O3,2023-07-30T23:00:00+01:00,73.56
O3,2023-07-31T00:00:00+01:00,74.34
O3,2023-07-31T01:00:00+01:00,67.13
O3,2023-07-31T02:00:00+01:00,49.08
O3,2023-07-31T03:00:00+01:00,
O3,2023-07-31T04:00:00+01:00,50.6
O3,2023-07-31T05:00:00+01:00,47.65
O3,2023-07-31T06:00:00+01:00,47.73
O3,2023-07-31T07:00:00+01:00,47.99
O3,2023-07-31T08:00:00+01:00,45.2
O3,2023-07-31T09:00:00+01:00,43.83
O3,2023-07-31T10:00:00+01:00,41.57
O3,2023-07-31T11:00:00+01:00,41.15
O3,2023-07-31T12:00:00+01:00,40.27
O3,2023-07-31T13:00:00+01:00,40.59
O3,2023-07-31T14:00:00+01:00,40.07
O3,2023-07-31T15:00:00+01:00,38.72
O3,2023-07-31T16:00:00+01:00,41.52
O3,2023-07-31T17:00:00+01:00,40.39
O3,2023-07-31T18:00:00+01:00,39.17
O3,2023-07-31T19:00:00+01:00,35.95
O3,2023-07-31T20:00:00+01:00,44.03
O3,2023-07-31T21:00:00+01:00,53.57
O3,2023-07-31T22:00:00+01:00,50.82
O3,2023-07-31T23:00:00+01:00,60.04
O3,2023-08-01T00:00:00+01:00,58.4
O3,2023-08-01T01:00:00+01:00,60.6
O3,2023-08-01T02:00:00+01:00,56.25
O3,2023-08-01T03:00:00+01:00,45.4
O3,2023-08-01T04:00:00+01:00,46.59
O3,2023-08-01T05:00:00+01:00,44.94
O3,2023-08-01T06:00:00+01:00,37.6
O3,2023-08-01T07:00:00+01:00,38.69
O3,2023-08-01T08:00:00+01:00,40.35
O3,2023-08-01T09:00:00+01:00,46.2
O3,2023-08-01T10:00:00+01:00,52.41
O3,2023-08-01T11:00:00+01:00,55.02
O3,2023-08-01T12:00:00+01:00,59.15
O3,2023-08-01T13:00:00+01:00,60.97
O3,2023-08-01T14:00:00+01:00,63.08
O3,2023-08-01T15:00:00+01:00,65.03
O3,2023-08-01T16:00:00+01:00,63.76
O3,2023-08-01T17:00:00+01:00,59.3
O3,2023-08-01T18:00:00+01:00,57.5
O3,2023-08-01T19:00:00+01:00,62.35
O3,2023-08-01T20:00:00+01:00,61.74
O3,2023-08-01T21:00:00+01:00,58.28
O3,2023-08-01T22:00:00+01:00,56.71
O3,2023-08-01T23:00:00+01:00,60.03
O3,2023-08-02T00:00:00+01:00,52.97
O3,2023-08-02T01:00:00+01:00,40.46
O3,2023-08-02T02:00:00+01:00,35.45
O3,2023-08-02T03:00:00+01:00,33.63
O3,2023-08-02T04:00:00+01:00,34.24
O3,2023-08-02T05:00:00+01:00,39.01
O3,2023-08-02T06:00:00+01:00,38.7
O3,2023-08-02T07:00:00+01:00,39.79
O3,2023-08-02T08:00:00+01:00,39.76
O3,2023-08-02T09:00:00+01:00,43.01
O3,2023-08-02T10:00:00+01:00,39.9
O3,2023-08-02T11:00:00+01:00,32.24
O3,2023-08-02T12:00:00+01:00,37.2
O3,2023-08-02T13:00:00+01:00,63.9
O3,2023-08-02T14:00:00+01:00,74.83
O3,2023-08-02T15:00:00+01:00,76.34
O3,2023-08-02T16:00:00+01:00,80.36
O3,2023-08-02T17:00:00+01:00,72.63
O3,2023-08-02T18:00:00+01:00,61.34
O3,2023-08-02T19:00:00+01:00,59.53
O3,2023-08-02T20:00:00+01:00,55.31
O3,2023-08-02T21:00:00+01:00,53.98
O3,2023-08-02T22:00:00+01:00,50.43
O3,2023-08-02T23:00:00+01:00,48.72
O3,2023-08-03T00:00:00+01:00,47.07
O3,2023-08-03T01:00:00+01:00,48.6
O3,2023-08-03T02:00:00+01:00,46.65
O3,2023-08-03T03:00:00+01:00,46.78
O3,2023-08-03T04:00:00+01:00,41.67
O3,2023-08-03T05:00:00+01:00,46.55
O3,2023-08-03T06:00:00+01:00,55.23
O3,2023-08-03T07:00:00+01:00,60.09
O3,2023-08-03T08:00:00+01:00,57.84
O3,2023-08-03T09:00:00+01:00,57.99
O3,2023-08-03T10:00:00+01:00,56.89
O3,2023-08-03T11:00:00+01:00,66.38
O3,2023-08-03T12:00:00+01:00,71.64
O3,2023-08-03T13:00:00+01:00,72.94
O3,2023-08-03T14:00:00+01:00,72.03
O3,2023-08-03T15:00:00+01:00,72.19
